"","sitename","region_code","allocated","nyrs","firstyear","lastyear","layer","edge_density","largest_patch_index","patch_density","patch_richness_density","dominant_habitat","largest_patch_habitat","largest_patch_perimarea","mean_patch_perimarea","dominant_largest_same"
"35006","SZ5882","IWGT","Y",5,2017,2023,"lcm_2019",43.94310937,78.12653261,6.669936243,1.961745954,"Built-up areas and gardens","Built-up areas and gardens",0.005574388,0.051022819,1
"35016","SZ6188","IWGT","Y",6,2019,2024,"lcm_2019",48.33720031,69.08352668,7.115235886,2.165506574,"Improved grassland","Improved grassland",0.00761265,0.05315412,1
"35018","SZ6291","IWGT","Y",6,2019,2024,"lcm_2019",65.63769293,31.8711075,8.231789873,2.599512591,"Built-up areas and gardens","Built-up areas and gardens",0.009991504,0.036457352,1
"35029","SZ6488","IWGT","Y",7,2017,2024,"lcm_2019",64.19257773,45.28585757,9.62888666,2.808425276,"Built-up areas and gardens","Built-up areas and gardens",0.007796235,0.054696109,1
"35037","SZ6698","HAMP","Y",24,1998,2024,"lcm_2019",51.15585384,70.54436987,7.158836689,2.386278896,"Built-up areas and gardens","Built-up areas and gardens",0.007780127,0.039736414,1
"35042","SZ7898","SUSS","Y",19,2006,2024,"lcm_2019",54.91105955,24.40061872,7.733952049,1.237432328,"Arable","Improved grassland",0.01141046,0.058573989,0
"35056","SZ8298","SUSS","Y",16,2009,2024,"lcm_2019",65.73859242,35.69218871,8.352668213,1.237432328,"Arable","Arable",0.009274106,0.043614958,1
"35064","SZ8399","SUSS","Y",20,2005,2024,"lcm_2019",52.66821346,64.40448569,8.971384377,1.237432328,"Arable","Arable",0.006172321,0.047772728,1
"35067","SZ8595","SUSS","Y",19,2005,2024,"lcm_2019",57.61794277,64.46249033,5.259087394,1.237432328,"Arable","Arable",0.009334133,0.036729937,1
"35075","SZ8693","SUSS","Y",14,2007,2024,"lcm_2019",36.28013777,77.15269805,5.970149254,1.836969001,"Built-up areas and gardens","Built-up areas and gardens",0.006130952,0.064875654,1
"35083","SZ8696","SUSS","Y",10,2005,2021,"lcm_2019",37.73879142,57.03703704,6.237816764,1.247563353,"Coastal","Coastal",0.007053999,0.063685141,1
"35088","SZ8698","SUSS","Y",11,2012,2024,"lcm_2019",32.40525909,66.00928074,4.021655066,1.237432328,"Improved grassland","Improved grassland",0.006795548,0.07019789,1
"35106","TA0036","YKHU","Y",11,2006,2023,"lcm_2019",52.4361949,57.69528229,7.424593968,1.54679041,"Arable","Arable",0.005844504,0.054405731,1
"35109","TA0078","YKEA","Y",6,2018,2024,"lcm_2019",47.33178654,71.57772622,7.115235886,1.237432328,"Arable","Arable",0.006915181,0.061828921,1
"35121","TA0093","YKNE","Y",29,1994,2024,"lcm_2019",81.97989172,24.65197216,10.20881671,1.237432328,"Arable","Improved grassland",0.016188235,0.047849584,0
"35126","TA0095","YKNE","Y",18,2004,2024,"lcm_2019",82.05723125,40.93194122,10.51817479,1.856148492,"Improved grassland","Improved grassland",0.01568257,0.052860224,1
"35143","TA0185","YKNE","Y",7,2016,2024,"lcm_2019",35.26682135,60.24748647,4.021655066,1.237432328,"Arable","Arable",0.005545571,0.047718361,1
"35148","TA0223","LINN","Y",19,2004,2024,"lcm_2019",70.11070111,36.900369,12.65155509,3.373748023,"Saltwater","Saltwater",0.007657143,0.048198803,1
"35154","TA0290","YKNE","Y",3,2014,2024,"lcm_2019",59.70610982,37.56767208,4.949729312,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.009222851,0.03798266,1
"35163","TA0331","YKHU","Y",18,1994,2016,"lcm_2019",36.89095128,52.51353442,4.021655066,1.237432328,"Arable","Arable",0.007216495,0.04932234,1
"35175","TA0454","YKEA","Y",23,1994,2023,"lcm_2019",37.43232792,72.2737819,4.021655066,1.237432328,"Arable","Arable",0.007105404,0.050633916,1
"35182","TA0455","YKEA","Y",13,1997,2024,"lcm_2019",32.63727765,61.81361176,3.09358082,1.237432328,"Arable","Arable",0.004954645,0.03419649,1
"35188","TA0542","YKEA","Y",20,1994,2024,"lcm_2019",56.84454756,32.42459397,6.496519722,1.856148492,"Arable","Arable",0.006296959,0.052950943,1
"35193","TA0545","YKEA","Y",5,2013,2017,"lcm_2019",57.54060325,43.36813612,4.949729312,1.856148492,"Arable","Arable",0.009059296,0.038357043,1
"35204","TA0661","YKEA","Y",6,2013,2023,"lcm_2019",31.47718484,83.33333333,3.712296984,1.237432328,"Arable","Arable",0.005809745,0.057309945,1
"35213","TA0727","YKHU","Y",25,1994,2024,"lcm_2019",7.26269823,96.87428177,1.103194668,1.103194668,"Built-up areas and gardens","Built-up areas and gardens",0.003549229,0.023143861,1
"35220","TA0749","YKEA","Y",25,1994,2024,"lcm_2019",62.79969064,38.99845321,7.733952049,1.856148492,"Arable","Arable",0.006425384,0.052036275,1
"35232","TA0828","YKHU","Y",12,2012,2024,"lcm_2019",14.53982985,93.81283836,2.165506574,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.003182193,0.043085358,1
"35241","TA0880","YKNE","Y",7,2018,2024,"lcm_2019",36.81361176,40.02320186,4.021655066,1.237432328,"Improved grassland","Improved grassland",0.008425121,0.051129487,1
"35255","TA0949","YKEA","Y",25,1997,2024,"lcm_2019",58.54601701,29.94972931,4.949729312,1.856148492,"Arable","Arable",0.006352485,0.039847159,1
"35261","TA0977","YKEA","Y",13,2006,2022,"lcm_2019",55.91647332,45.74632637,4.949729312,1.54679041,"Arable","Arable",0.009196957,0.04683408,1
"35266","TA1003","LINN","Y",18,2002,2024,"lcm_2019",62.56767208,42.86542923,7.115235886,1.54679041,"Arable","Improved grassland",0.011186288,0.042750818,0
"35279","TA1242","YKEA","Y",17,1997,2024,"lcm_2019",34.88012374,80.52977572,3.09358082,0.928074246,"Arable","Arable",0.005896759,0.042184393,1
"35335","TA1662","YKEA","Y",26,1997,2024,"lcm_2019",17.25692209,76.79759605,1.717106675,1.37368534,"Arable","Arable",0.003711571,0.032474019,1
"35346","TA1873","YKEA","Y",21,1997,2024,"lcm_2019",38.90177881,78.84764114,4.64037123,0.928074246,"Arable","Arable",0.006630701,0.042495171,1
"35372","TA2135","YKHU","Y",3,2015,2024,"lcm_2019",19.48955916,90.54524362,2.474864656,0.928074246,"Arable","Arable",0.003963271,0.037808934,1
"35374","TA2236","YKHU","Y",10,1997,2023,"lcm_2019",25.36736272,86.17556071,3.09358082,1.237432328,"Arable","Arable",0.00455912,0.059230312,1
"35384","TA2272","YKEA","Y",11,2011,2022,"lcm_2019",55.64102564,50.64102564,11.79487179,2.564102564,"Improved grassland","Improved grassland",0.011493671,0.083826756,1
"35396","TA2539","YKHU","Y",17,1994,2023,"lcm_2019",64.80686695,38.78755365,6.43776824,2.575107296,"Arable","Arable",0.007634855,0.058505001,1
"35401","TA2725","YKHU","Y",9,2012,2023,"lcm_2019",25.44470224,91.55065739,4.021655066,0.928074246,"Arable","Arable",0.00479831,0.050987556,1
"35418","TA2825","YKHU","Y",8,2016,2023,"lcm_2019",11.21423047,95.61098221,2.165506574,1.237432328,"Arable","Arable",0.00364004,0.054697476,1
"35435","TA4213","YKHU","Y",3,2017,2022,"lcm_2019",2.357563851,99.67256058,2.095612312,2.095612312,"Coastal","Coastal",0.005361367,0.074680683,1
"35445","TF0028","LINS","Y",29,1995,2024,"lcm_2019",18.32946636,90.00386698,2.474864656,0.928074246,"Arable","Arable",0.004451128,0.052690544,1
"35456","TF0036","LINS","Y",13,2012,2024,"lcm_2019",12.21964424,95.63031709,2.474864656,1.237432328,"Arable","Arable",0.003784877,0.060723443,1
"35458","TF0114","LINS","Y",27,1994,2024,"lcm_2019",40.60324826,74.45862336,3.402938902,1.856148492,"Arable","Arable",0.007707089,0.056096259,1
"35470","TF0208","HUNT","Y",14,1995,2021,"lcm_2019",19.72157773,61.33023975,3.09358082,1.237432328,"Arable","Arable",0.004564943,0.05547579,1
"35477","TF0271","LINW","Y",23,1994,2024,"lcm_2019",64.11446249,44.47022428,6.496519722,1.54679041,"Arable","Arable",0.009217391,0.035860417,1
"35486","TF0287","LINW","Y",26,1995,2023,"lcm_2019",16.55065739,87.1616396,2.165506574,0.928074246,"Arable","Arable",0.003921917,0.044694173,1
"35493","TF0317","LINS","Y",31,1994,2024,"lcm_2019",49.96133024,41.49265275,5.259087394,1.856148492,"Arable","Arable",0.00749301,0.039760127,1
"35501","TF0387","LINW","Y",6,2017,2024,"lcm_2019",32.17324053,79.81438515,5.568445476,1.54679041,"Arable","Arable",0.00501938,0.053023832,1
"35520","TF0518","LINS","Y",19,2004,2024,"lcm_2019",59.86078886,62.81902552,8.043310131,1.54679041,"Arable","Arable",0.008494922,0.044082185,1
"35532","TF0586","LINW","Y",24,1994,2024,"lcm_2019",28.77030162,86.05955143,3.712296984,1.237432328,"Arable","Arable",0.005481914,0.039738073,1
"35539","TF0630","LINS","Y",28,1996,2024,"lcm_2019",24.74864656,88.70843001,4.021655066,1.237432328,"Arable","Arable",0.004864865,0.044433495,1
"35541","TF0695","LINN","Y",9,2013,2024,"lcm_2019",35.49883991,74.53596288,5.568445476,1.237432328,"Arable","Arable",0.006184176,0.048309556,1
"35554","TF0760","LINW","Y",24,1997,2024,"lcm_2019",67.67208043,36.36890951,7.733952049,1.54679041,"Arable","Arable",0.010887826,0.049757655,1
"35566","TF0824","LINS","Y",29,1994,2024,"lcm_2019",55.99381284,51.10208817,4.64037123,1.237432328,"Arable","Arable",0.009353008,0.047805179,1
"35571","TF0938","LINS","Y",18,2006,2023,"lcm_2019",39.59783449,75.30935808,6.496519722,1.856148492,"Arable","Arable",0.006223363,0.043839078,1
"35582","TF1015","LINS","Y",13,2012,2024,"lcm_2019",47.1771075,79.60170147,5.877803558,1.54679041,"Arable","Arable",0.007947535,0.047897039,1
"35590","TF1051","LINW","Y",26,1994,2024,"lcm_2019",39.59783449,84.66744006,4.331013148,1.237432328,"Arable","Arable",0.006923955,0.066634431,1
"35605","TF1379","LINW","Y",25,1998,2024,"lcm_2019",16.16395978,96.6937355,3.402938902,1.237432328,"Arable","Arable",0.004111178,0.053812362,1
"35611","TF1403","HUNT","Y",22,1996,2024,"lcm_2019",25.05800464,91.0479505,3.09358082,1.237432328,"Arable","Arable",0.00514759,0.043440968,1
"35617","TF1454","LINW","Y",28,1994,2024,"lcm_2019",43.387471,74.9033256,5.877803558,1.237432328,"Arable","Arable",0.006794011,0.053576072,1
"35626","TF1529","LINS","Y",29,1994,2024,"lcm_2019",16.86001547,95.39829853,2.784222738,1.54679041,"Arable","Arable",0.003940008,0.048314259,1
"35655","TF1809","HUNT","Y",27,1994,2023,"lcm_2019",17.32405259,92.98143852,3.402938902,1.54679041,"Arable","Arable",0.003593263,0.060270366,1
"35700","TF2018","LINS","Y",13,2012,2024,"lcm_2019",7.579273009,98.35653519,1.856148492,1.237432328,"Arable","Arable",0.003145272,0.048991449,1
"35709","TF2085","LINE","Y",28,1994,2024,"lcm_2019",42.45939675,79.71771075,5.877803558,1.237432328,"Arable","Arable",0.006558331,0.054466222,1
"35718","TF2116","LINS","Y",11,2014,2024,"lcm_2019",27.61020882,90.15854602,3.09358082,1.237432328,"Arable","Arable",0.005318465,0.05479124,1
"35723","TF2312","LINS","Y",30,1994,2024,"lcm_2019",46.63573086,55.02706883,4.021655066,1.237432328,"Arable","Arable",0.00680253,0.050182486,1
"35734","TF2400","HUNT","Y",17,2007,2024,"lcm_2019",13.76909689,95.33939277,2.47534326,1.547089538,"Arable","Arable",0.003716024,0.040605529,1
"35744","TF2517","LINS","Y",16,2006,2023,"lcm_2019",42.45939675,66.29930394,4.331013148,1.237432328,"Arable","Arable",0.005389326,0.054540471,1
"35752","TF2572","LINE","Y",20,1994,2024,"lcm_2019",40.21655066,74.07192575,6.18716164,1.54679041,"Arable","Arable",0.005721744,0.055409267,1
"35797","TF3085","LINE","Y",30,1994,2024,"lcm_2019",43.69682908,50.17401392,4.949729312,1.54679041,"Arable","Arable",0.005117534,0.050512412,1
"35801","TF3189","LINE","Y",17,2005,2024,"lcm_2019",50.96674401,65.83526682,5.568445476,1.54679041,"Arable","Arable",0.008740088,0.039999946,1
"35810","TF3281","LINE","Y",30,1995,2024,"lcm_2019",28.61562258,73.08584687,3.712296984,1.237432328,"Arable","Arable",0.00389418,0.060190136,1
"35817","TF3409","CAMB","Y",6,2018,2024,"lcm_2019",50.5800464,81.53518948,5.568445476,0.928074246,"Arable","Arable",0.007664216,0.052420411,1
"35827","TF3431","LINS","Y",15,2002,2024,"lcm_2019",10.67285383,94.97293117,1.54679041,1.237432328,"Arable","Arable",0.003697068,0.037426244,1
"35834","TF3483","LINE","Y",6,2004,2024,"lcm_2019",58.15931941,32.05723125,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.010422195,0.047575793,1
"35843","TF3488","LINE","Y",16,2007,2024,"lcm_2019",54.60170147,32.77262181,5.568445476,1.237432328,"Arable","Arable",0.008731563,0.036578617,1
"35855","TF3598","LINN","Y",18,2005,2024,"lcm_2019",54.29234339,73.85924207,5.568445476,1.54679041,"Arable","Arable",0.007329843,0.050904316,1
"35864","TF3631","LINS","Y",14,2007,2024,"lcm_2019",15.0812065,94.48955916,2.165506574,0.928074246,"Arable","Arable",0.00412523,0.035519127,1
"35876","TF3673","LINE","Y",10,2007,2018,"lcm_2019",50.88940449,67.13070379,6.496519722,1.237432328,"Arable","Arable",0.00656682,0.050592213,1
"35909","TF4151","LINE","Y",31,1994,2024,"lcm_2019",50.81206497,79.94972931,7.115235886,0.928074246,"Arable","Arable",0.007409915,0.051317066,1
"35915","TF4165","LINE","Y",11,2007,2017,"lcm_2019",64.73317865,39.03712297,9.280742459,1.237432328,"Improved grassland","Improved grassland",0.010421,0.051052274,1
"35957","TF4530","LINS","Y",30,1994,2024,"lcm_2019",28.46094354,87.49033256,4.949729312,1.856148492,"Arable","Arable",0.004685083,0.054614023,1
"35975","TF4765","LINE","Y",6,2018,2024,"lcm_2019",61.07993033,70.96961486,8.670408361,1.548287207,"Arable","Arable",0.008508317,0.051833151,1
"35988","TF5056","LINE","Y",23,1995,2017,"lcm_2019",11.13689095,91.78267595,2.165506574,0.928074246,"Arable","Arable",0.003235728,0.069285507,1
"36012","TF5426","NKNW","Y",12,2013,2024,"lcm_2019",15.23588554,59.88012374,1.237432328,0.928074246,"Coastal","Coastal",0.003668066,0.061508277,1
"36026","TF5811","NKNW","Y",25,1994,2024,"lcm_2019",16.86001547,92.69141531,3.712296984,0.928074246,"Arable","Arable",0.003904881,0.091540369,1
"36040","TF6306","NKSW","Y",9,2011,2024,"lcm_2019",71.46171694,32.55993813,10.51817479,2.165506574,"Arable","Arable",0.009976247,0.061362208,1
"36056","TF6402","NKSW","Y",28,1994,2023,"lcm_2019",33.25599381,87.87703016,5.259087394,1.54679041,"Arable","Arable",0.005843784,0.052625143,1
"36065","TF6626","NKNW","Y",25,1997,2023,"lcm_2019",54.44702243,46.86774942,5.568445476,1.856148492,"Improved grassland","Improved grassland",0.007887789,0.04028359,1
"36090","TF6804","NKSW","Y",13,1997,2023,"lcm_2019",16.08662026,92.32405259,2.165506574,1.237432328,"Arable","Arable",0.003836649,0.036756406,1
"36096","TF6934","NKNW","Y",13,2005,2018,"lcm_2019",41.99535963,73.64655839,5.259087394,1.237432328,"Arable","Arable",0.005418745,0.050189761,1
"36104","TF7040","NKNW","Y",21,2004,2024,"lcm_2019",65.50657386,68.36813612,8.043310131,1.54679041,"Arable","Arable",0.008914027,0.047779609,1
"36110","TF7101","NKSW","Y",13,1994,2024,"lcm_2019",45.01160093,63.80510441,5.568445476,1.856148492,"Arable","Arable",0.006278788,0.034203268,1
"36118","TF7118","NKNW","Y",7,2018,2024,"lcm_2019",45.08894045,76.23743233,5.877803558,1.237432328,"Arable","Arable",0.006431651,0.046570954,1
"36125","TF7128","NKNW","Y",11,2012,2023,"lcm_2019",49.18793503,57.28924981,4.64037123,0.928074246,"Arable","Arable",0.008963888,0.043279898,1
"36127","TF7133","NKNW","Y",18,1996,2022,"lcm_2019",11.67826759,93.5808198,2.784222738,1.237432328,"Arable","Arable",0.003421488,0.06298466,1
"36137","TF7142","NKNW","Y",21,1994,2024,"lcm_2019",21.96442382,85.26682135,4.331013148,1.54679041,"Arable","Arable",0.003664399,0.059771417,1
"36171","TF7439","NKNW","Y",21,1994,2024,"lcm_2019",22.66047951,91.2412993,3.09358082,1.237432328,"Arable","Arable",0.004729816,0.040569683,1
"36179","TF7500","NKSW","Y",27,1994,2024,"lcm_2019",64.73317865,45.32095901,6.496519722,2.165506574,"Arable","Arable",0.007849829,0.050058487,1
"36188","TF7531","NKNW","Y",13,1998,2024,"lcm_2019",23.82057231,94.70224285,3.712296984,1.237432328,"Arable","Arable",0.004883626,0.052254813,1
"36194","TF7532","NKNW","Y",12,1994,2024,"lcm_2019",17.78808971,95.28228925,3.09358082,1.237432328,"Arable","Arable",0.004220779,0.044357229,1
"36198","TF7611","NKNW","Y",12,2002,2023,"lcm_2019",62.72235112,46.1136891,8.043310131,1.54679041,"Arable","Arable",0.008184486,0.048698843,1
"36206","TF7840","NKNW","Y",10,1994,2023,"lcm_2019",6.805877804,98.49187935,1.856148492,0.928074246,"Arable","Arable",0.003109541,0.049449474,1
"36224","TF8120","NKNW","Y",18,2007,2024,"lcm_2019",45.78499613,79.94972931,5.877803558,1.237432328,"Arable","Arable",0.006868198,0.053720126,1
"36226","TF8138","NKNW","Y",14,1994,2022,"lcm_2019",15.8546017,96.09435422,2.784222738,1.237432328,"Arable","Arable",0.004040241,0.051514332,1
"36237","TF8409","NKSW","Y",7,2017,2024,"lcm_2019",39.90719258,83.89404486,6.18716164,1.237432328,"Arable","Arable",0.006324038,0.04514664,1
"36246","TF8602","NKSW","Y",21,1995,2024,"lcm_2019",35.34416087,78.53828306,4.021655066,1.237432328,"Arable","Arable",0.005396356,0.066333665,1
"36250","TF8720","NKNW","Y",19,1994,2024,"lcm_2019",31.63186388,71.9837587,3.712296984,1.54679041,"Arable","Arable",0.005758797,0.050461499,1
"36260","TF8833","NKNW","Y",17,1997,2024,"lcm_2019",40.21655066,68.73549884,5.259087394,1.54679041,"Arable","Arable",0.00537834,0.049920385,1
"36269","TF9243","NKNW","Y",23,1994,2024,"lcm_2019",46.86648501,33.63176333,4.048267808,1.245620864,"Coastal","Coastal",0.006990741,0.019513515,1
"36277","TF9327","NKNW","Y",8,2014,2024,"lcm_2019",19.2575406,91.74400619,3.712296984,1.237432328,"Arable","Arable",0.004214963,0.052073243,1
"36293","TF9437","NKNW","Y",30,1994,2024,"lcm_2019",55.8391338,61.91028616,7.115235886,1.237432328,"Arable","Arable",0.005321674,0.042968088,1
"36297","TF9443","NKNW","Y",15,1994,2024,"lcm_2019",25.44470224,57.63727765,3.09358082,0.928074246,"Arable","Arable",0.004562227,0.053682905,1
"36311","TF9521","NKNW","Y",20,1994,2024,"lcm_2019",66.12529002,37.79969064,8.971384377,1.237432328,"Arable","Improved grassland",0.014076726,0.052147301,0
"36321","TF9721","NKNW","Y",5,1998,2024,"lcm_2019",59.2420727,38.57308585,7.115235886,1.54679041,"Arable","Arable",0.008380952,0.0554295,1
"36337","TF9911","NKNW","Y",8,1994,2023,"lcm_2019",45.78499613,50.2900232,5.259087394,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.007320261,0.043935266,1
"36343","TG0010","NKNE","Y",26,1995,2024,"lcm_2019",64.96519722,45.64965197,5.568445476,1.237432328,"Arable","Arable",0.011147819,0.052531317,1
"36350","TG0013","NKNE","Y",28,1996,2024,"lcm_2019",56.38051044,33.91337974,7.115235886,1.237432328,"Arable","Arable",0.006476625,0.053846637,1
"36358","TG0521","NKNE","Y",14,2010,2023,"lcm_2019",62.10363496,31.26450116,7.424593968,1.237432328,"Arable","Arable",0.008311688,0.042965692,1
"36363","TG0601","NKSE","Y",12,2007,2023,"lcm_2019",56.2258314,51.58546017,8.352668213,1.856148492,"Arable","Arable",0.007736132,0.043132034,1
"36373","TG0818","NKNE","Y",14,2010,2024,"lcm_2019",81.82521268,33.93271462,11.13689095,1.856148492,"Arable","Arable",0.009891738,0.052067955,1
"36387","TG1115","NKNE","Y",27,1994,2024,"lcm_2019",70.76566125,67.67208043,10.82753287,1.54679041,"Arable","Arable",0.008388571,0.04935034,1
"36393","TG1202","NKSE","Y",13,2002,2023,"lcm_2019",47.64114462,53.42227378,6.805877804,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.006688382,0.038654407,1
