"","sitename","region_code","allocated","nyrs","firstyear","lastyear","layer","edge_density","largest_patch_index","patch_density","patch_richness_density","dominant_habitat","largest_patch_habitat","largest_patch_perimarea","mean_patch_perimarea","dominant_largest_same"
"22347","SO6815","GLOS","Y",28,1994,2022,"lcm_2019",71.3070379,35.86620263,7.733952049,1.237432328,"Broadleaf woodland","Broadleaf woodland",0.014619946,0.045454408,1
"22354","SO6822","HERE","Y",9,1994,2024,"lcm_2019",54.75638051,58.72003094,7.424593968,1.54679041,"Improved grassland","Improved grassland",0.008376688,0.050977659,1
"22368","SO6911","GLOS","Y",11,2014,2024,"lcm_2019",66.82937653,29.73152873,11.71510983,2.485023297,"Coastal","Coastal",0.008179104,0.08213477,1
"22385","SO7074","WORC","Y",24,1994,2022,"lcm_2019",77.41686002,31.129157,10.20881671,1.54679041,"Improved grassland","Improved grassland",0.013614907,0.056021236,1
"22397","SO7113","GLOS","Y",10,2014,2024,"lcm_2019",60.22414887,28.50496934,16.24021992,2.03002749,"Improved grassland","Improved grassland",0.010385757,0.101300366,1
"22402","SO7223","GLOS","Y",10,2013,2023,"lcm_2019",57.77262181,57.86929621,6.18716164,1.54679041,"Improved grassland","Improved grassland",0.010664885,0.040461472,1
"22416","SO7238","HERE","Y",13,2012,2024,"lcm_2019",74.55529776,33.8553751,9.280742459,1.54679041,"Arable","Arable",0.009914335,0.052397877,1
"22431","SO7322","GLOS","Y",18,2007,2024,"lcm_2019",51.19876257,67.30471771,7.115235886,1.54679041,"Improved grassland","Improved grassland",0.007721919,0.053192172,1
"22439","SO7374","WORC","Y",30,1994,2024,"lcm_2019",85.22815159,40.60324826,11.13689095,1.54679041,"Broadleaf woodland","Broadleaf woodland",0.009219048,0.050157781,1
"22447","SO7390","SHRP","Y",26,1997,2024,"lcm_2019",93.73549884,29.77571539,11.75560712,1.856148492,"Arable","Arable",0.010701299,0.049801563,1
"22472","SO7472","WORC","Y",26,1995,2024,"lcm_2019",81.74787316,44.60556845,9.590100541,1.237432328,"Improved grassland","Improved grassland",0.013870828,0.055664375,1
"22477","SO7475","WORC","Y",28,1994,2024,"lcm_2019",33.48801237,74.18793503,3.402938902,1.237432328,"Broadleaf woodland","Broadleaf woodland",0.006129789,0.045263494,1
"22487","SO7482","SHRP","Y",9,2003,2023,"lcm_2019",98.37587007,40.2745553,12.68368136,1.54679041,"Improved grassland","Improved grassland",0.01543927,0.061062454,1
"22489","SO7494","SHRP","Y",19,1994,2023,"lcm_2019",70.45630317,48.41453983,7.733952049,1.54679041,"Arable","Arable",0.01086262,0.045311393,1
"22495","SO7501","GLOS","Y",7,2015,2024,"lcm_2019",61.79427688,51.12142305,7.115235886,1.237432328,"Improved grassland","Improved grassland",0.009712557,0.04472284,1
"22503","SO7503","GLOS","Y",28,1994,2024,"lcm_2019",71.77107502,39.36581593,8.971384377,1.237432328,"Improved grassland","Improved grassland",0.010058939,0.056929885,1
"22513","SO7527","GLOS","Y",8,2017,2024,"lcm_2019",61.56225831,24.69064192,5.568445476,1.237432328,"Improved grassland","Broadleaf woodland",0.007517619,0.034101481,0
"22519","SO7553","WORC","Y",17,2007,2023,"lcm_2019",62.49033256,36.33023975,7.733952049,1.237432328,"Arable","Improved grassland",0.010771687,0.061568163,0
"22528","SO7599","SHRP","Y",5,1997,2024,"lcm_2019",60.86620263,44.58623357,5.568445476,1.237432328,"Arable","Arable",0.006487424,0.041667439,1
"22533","SO7612","GLOS","Y",4,2018,2024,"lcm_2019",53.13225058,32.40525909,5.568445476,1.856148492,"Improved grassland","Improved grassland",0.009546539,0.041295349,1
"22543","SO7628","GLOS","Y",19,1994,2024,"lcm_2019",38.97911833,76.91415313,4.949729312,1.237432328,"Improved grassland","Improved grassland",0.00728004,0.068962204,1
"22553","SO7653","WORC","Y",27,1997,2024,"lcm_2019",77.18484145,48.43387471,10.20881671,1.54679041,"Arable","Arable",0.009261477,0.054605101,1
"22557","SO7674","WORC","Y",22,1998,2023,"lcm_2019",75.79273009,34.8221191,9.899458623,1.54679041,"Improved grassland","Improved grassland",0.014436424,0.06127377,1
"22561","SO7713","GLOS","Y",19,2006,2024,"lcm_2019",65.11987626,42.38205723,6.805877804,1.237432328,"Improved grassland","Improved grassland",0.013576642,0.035157093,1
"22568","SO7719","GLOS","Y",9,2012,2023,"lcm_2019",45.86233565,44.39288476,5.568445476,1.237432328,"Arable","Broadleaf woodland",0.00738676,0.046805078,0
"22583","SO7800","GLOS","Y",5,2019,2024,"lcm_2019",54.98839907,70.24361949,6.805877804,1.237432328,"Improved grassland","Improved grassland",0.007949353,0.052384918,1
"22596","SO7812","GLOS","Y",7,2016,2024,"lcm_2019",57.84996133,53.51894818,8.043310131,1.54679041,"Arable","Arable",0.007630058,0.053660427,1
"22606","SO7819","GLOS","Y",10,2013,2024,"lcm_2019",56.9992266,41.49265275,7.733952049,1.54679041,"Arable","Arable",0.007903075,0.052518458,1
"22634","SO7904","GLOS","Y",13,2006,2024,"lcm_2019",69.37354988,46.22969838,6.805877804,1.54679041,"Improved grassland","Improved grassland",0.012480134,0.048972472,1
"22642","SO7909","GLOS","Y",23,1999,2024,"lcm_2019",64.50116009,33.9520495,5.568445476,1.237432328,"Improved grassland","Improved grassland",0.010751708,0.038002569,1
"22659","SO7926","GLOS","Y",8,2012,2024,"lcm_2019",67.90409899,48.45320959,8.662026295,1.237432328,"Improved grassland","Improved grassland",0.010215483,0.051095742,1
"22694","SO8113","GLOS","Y",4,2017,2021,"lcm_2019",36.04021655,83.6620263,4.64037123,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.005694477,0.047287047,1
"22696","SO8114","GLOS","Y",16,2007,2024,"lcm_2019",15.39056458,90.77726218,1.54679041,0.618716164,"Built-up areas and gardens","Built-up areas and gardens",0.004123536,0.041176029,1
"22712","SO8200","GLOS","Y",10,2014,2024,"lcm_2019",58.23665893,42.57540603,7.424593968,1.856148492,"Broadleaf woodland","Broadleaf woodland",0.00955495,0.05379587,1
"22721","SO8218","GLOS","Y",22,1995,2024,"lcm_2019",63.34106729,60.78886311,8.662026295,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.006997455,0.05488836,1
"22734","SO8273","WORC","Y",12,2012,2024,"lcm_2019",76.72080433,21.71307038,11.13689095,1.856148492,"Built-up areas and gardens","Broadleaf woodland",0.013036509,0.052651539,0
"22740","SO8319","GLOS","Y",10,1995,2022,"lcm_2019",39.90719258,72.58313998,4.949729312,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.005157166,0.058054482,1
"22750","SO8321","GLOS","Y",28,1994,2023,"lcm_2019",52.20417633,68.1941222,6.18716164,1.237432328,"Improved grassland","Improved grassland",0.00848313,0.049344856,1
"22757","SO8354","WORC","Y",31,1994,2024,"lcm_2019",21.34570766,86.9682908,3.712296984,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.003663851,0.062360962,1
"22778","SO8462","WORC","Y",17,1994,2024,"lcm_2019",77.33952049,41.27996906,8.352668213,1.856148492,"Arable","Arable",0.009367681,0.041170522,1
"22782","SO8469","WORC","Y",23,1994,2024,"lcm_2019",74.3232792,49.20726991,12.37432328,1.54679041,"Arable","Arable",0.010373281,0.056801348,1
"22794","SO8484","STFW","Y",19,1997,2023,"lcm_2019",78.03557618,23.47254447,12.99303944,1.54679041,"Improved grassland","Built-up areas and gardens",0.009621087,0.050141048,0
"22803","SO8549","WORC","Y",30,1994,2024,"lcm_2019",66.82134571,25.87006961,7.733952049,1.54679041,"Improved grassland","Built-up areas and gardens",0.009745889,0.041323633,0
"22808","SO8597","STFW","Y",14,2007,2021,"lcm_2019",45.86233565,75.13534416,8.043310131,1.54679041,"Arable","Arable",0.007061245,0.065049249,1
"22820","SO8600","GLOS","Y",12,2013,2024,"lcm_2019",56.9992266,55.66511988,6.805877804,0.928074246,"Improved grassland","Improved grassland",0.009058701,0.050401697,1
"22826","SO8603","GLOS","Y",10,2012,2023,"lcm_2019",77.88089714,32.38592421,8.352668213,1.237432328,"Improved grassland","Improved grassland",0.009743284,0.050835128,1
"22834","SO8607","GLOS","Y",5,2019,2024,"lcm_2019",63.34106729,44.21887084,6.18716164,1.237432328,"Improved grassland","Improved grassland",0.01294272,0.041959659,1
"22838","SO8642","WORC","Y",27,1994,2022,"lcm_2019",63.57308585,61.81361176,6.18716164,1.237432328,"Arable","Arable",0.01063497,0.057408107,1
"22845","SO8702","GLOS","Y",28,1994,2023,"lcm_2019",64.57849961,25.1933488,6.805877804,0.928074246,"Broadleaf woodland","Improved grassland",0.011603991,0.044612712,0
"22855","SO8711","GLOS","Y",16,2006,2024,"lcm_2019",73.16318639,71.28770302,9.590100541,1.237432328,"Improved grassland","Improved grassland",0.01063195,0.066132659,1
"22861","SO8718","GLOS","Y",16,2009,2024,"lcm_2019",47.79582367,28.73163186,7.115235886,1.237432328,"Arable","Arable",0.006944818,0.062206771,1
"22873","SO8745","WORC","Y",25,1994,2024,"lcm_2019",38.82443929,77.9195669,5.568445476,1.54679041,"Arable","Arable",0.005955335,0.05010229,1
"22897","SO8847","WORC","Y",25,1999,2024,"lcm_2019",48.72389791,46.46171694,6.496519722,1.54679041,"Arable","Arable",0.005759467,0.049632145,1
"22919","SO8877","WORC","Y",25,1998,2024,"lcm_2019",105.2590874,10.34416087,15.15854602,1.856148492,"Arable","Arable",0.010915888,0.041336443,1
"22922","SO8911","GLOS","Y",24,1999,2024,"lcm_2019",48.49187935,45.14694509,3.09358082,0.928074246,"Improved grassland","Broadleaf woodland",0.011066381,0.047852922,0
"22939","SO8947","WORC","Y",21,1997,2024,"lcm_2019",44.39288476,67.24671307,5.568445476,1.54679041,"Arable","Arable",0.006854514,0.054971418,1
"22948","SO8976","WORC","Y",26,1997,2024,"lcm_2019",86.23356535,31.76720804,12.0649652,1.856148492,"Arable","Arable",0.011929397,0.047675453,1
"22966","SO9057","WORC","Y",15,1996,2012,"lcm_2019",66.20262954,24.57463264,6.496519722,1.237432328,"Improved grassland","Improved grassland",0.01202203,0.050518937,1
"22975","SO9070","WORC","Y",21,2003,2024,"lcm_2019",63.10904872,65.44856922,7.115235886,1.237432328,"Improved grassland","Improved grassland",0.011084195,0.062651527,1
"22984","SO9086","BIRM","Y",15,2008,2024,"lcm_2019",13.92111369,95.41763341,2.474864656,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.003809524,0.0565085,1
"22992","SO9088","BIRM","Y",23,1995,2024,"lcm_2019",26.37277649,91.31863882,3.09358082,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.005267838,0.037885184,1
"22993","SO9103","GLOS","Y",9,2015,2024,"lcm_2019",80.35576179,60.26682135,9.280742459,1.237432328,"Improved grassland","Improved grassland",0.013063843,0.066532035,1
"23003","SO9108","GLOS","Y",10,2014,2023,"lcm_2019",69.76024749,29.73704563,9.899458623,1.54679041,"Improved grassland","Improved grassland",0.012691808,0.057453451,1
"23020","SO9157","WORC","Y",15,2006,2024,"lcm_2019",58.62335654,38.55375097,6.18716164,1.237432328,"Improved grassland","Improved grassland",0.008425276,0.050514221,1
"23024","SO9190","BIRM","Y",23,1994,2024,"lcm_2019",39.82985305,73.72389791,4.021655066,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.007490165,0.037596403,1
"23033","SO9204","GLOS","Y",3,2018,2024,"lcm_2019",77.41686002,30.29775715,8.352668213,1.54679041,"Improved grassland","Improved grassland",0.010874282,0.041920829,1
"23037","SO9219","GLOS","Y",11,2014,2024,"lcm_2019",54.91105955,60.73085847,5.259087394,1.237432328,"Improved grassland","Improved grassland",0.010289717,0.045469056,1
"23045","SO9237","WORC","Y",20,1994,2018,"lcm_2019",78.03557618,19.0641918,10.82753287,1.54679041,"Improved grassland","Built-up areas and gardens",0.012981744,0.044345713,0
"23052","SO9273","WORC","Y",18,2007,2024,"lcm_2019",81.05181748,47.19644238,12.99303944,1.237432328,"Broadleaf woodland","Broadleaf woodland",0.009569848,0.065815435,1
"23062","SO9278","WORC","Y",14,1998,2016,"lcm_2019",83.91337974,38.41840681,11.13689095,1.54679041,"Improved grassland","Improved grassland",0.012601912,0.050945022,1
"23070","SO9299","BIRM","Y",20,2005,2024,"lcm_2019",19.2575406,90.71925754,2.474864656,0.928074246,"Built-up areas and gardens","Built-up areas and gardens",0.004143223,0.039045505,1
"23094","SO9454","WORC","Y",22,1995,2019,"lcm_2019",60.78886311,45.32095901,7.115235886,1.237432328,"Improved grassland","Improved grassland",0.009726962,0.043843766,1
"23101","SO9467","WORC","Y",25,1994,2019,"lcm_2019",82.05723125,34.18406806,12.0649652,1.54679041,"Improved grassland","Improved grassland",0.013122172,0.048936149,1
"23110","SO9476","WORC","Y",23,1995,2021,"lcm_2019",95.43696829,46.28770302,14.23047177,1.54679041,"Improved grassland","Improved grassland",0.015171261,0.052652767,1
"23117","SO9486","BIRM","Y",18,1994,2024,"lcm_2019",22.96983759,91.80201083,2.784222738,0.928074246,"Built-up areas and gardens","Built-up areas and gardens",0.004886268,0.034275182,1
"23125","SO9515","GLOS","Y",4,2019,2023,"lcm_2019",67.05336427,49.09126063,8.662026295,1.856148492,"Improved grassland","Improved grassland",0.010429303,0.056918134,1
"23132","SO9573","WORC","Y",6,2006,2011,"lcm_2019",85.84686775,30.91647332,11.13689095,1.237432328,"Improved grassland","Built-up areas and gardens",0.017310819,0.046503006,0
"23143","SO9594","BIRM","Y",6,2007,2024,"lcm_2019",12.52900232,93.5808198,1.856148492,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.003834711,0.052683894,1
"23144","SO9598","BIRM","Y",3,1994,2024,"lcm_2019",22.50580046,89.01778809,3.09358082,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.00465682,0.033902042,1
"23164","SO9608","GLOS","Y",6,2017,2024,"lcm_2019",63.49574633,52.57153906,6.805877804,1.54679041,"Arable","Arable",0.009503494,0.047355512,1
"23183","SO9647","WORC","Y",25,1996,2022,"lcm_2019",71.61639598,40.0812065,9.280742459,1.54679041,"Arable","Arable",0.009956585,0.051019895,1
"23186","SO9689","BIRM","Y",18,2005,2023,"lcm_2019",38.59242073,66.18329466,5.259087394,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.005235174,0.041551318,1
"23194","SO9716","GLOS","Y",16,2009,2024,"lcm_2019",69.29621036,31.57385924,8.662026295,1.54679041,"Arable","Arable",0.009895897,0.046370329,1
"23234","SO9788","BIRM","Y",23,1994,2023,"lcm_2019",53.75096674,48.70456303,4.021655066,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.00813021,0.027812308,1
"23247","SO9805","GLOS","Y",8,2017,2024,"lcm_2019",68.75483372,42.42072699,8.352668213,1.54679041,"Arable","Arable",0.008495898,0.058943494,1
"23269","SO9840","WORC","Y",18,1996,2015,"lcm_2019",73.70456303,46.2103635,9.280742459,1.54679041,"Improved grassland","Improved grassland",0.015230126,0.064806028,1
"23278","SO9844","WORC","Y",27,1995,2023,"lcm_2019",54.83372003,64.26914153,8.043310131,1.54679041,"Arable","Arable",0.007316486,0.047125423,1
"23285","SO9848","WORC","Y",19,1997,2018,"lcm_2019",73.78190255,35.1121423,8.352668213,1.54679041,"Arable","Arable",0.010220264,0.051013294,1
"23288","SO9849","WORC","Y",14,2004,2018,"lcm_2019",53.05491106,57.94663573,7.115235886,1.54679041,"Arable","Arable",0.006619953,0.04864968,1
"23297","SO9861","WORC","Y",25,1994,2024,"lcm_2019",67.59474091,66.91802011,9.280742459,1.237432328,"Improved grassland","Improved grassland",0.011534239,0.058350746,1
"23302","SO9873","WORC","Y",6,2011,2022,"lcm_2019",108.9713844,24.88399072,17.32405259,1.237432328,"Improved grassland","Improved grassland",0.013488733,0.060766359,1
"23325","SO9881","BIRM","Y",11,2005,2016,"lcm_2019",88.63109049,44.91492653,12.0649652,1.237432328,"Improved grassland","Improved grassland",0.012673267,0.054110733,1
"23330","SO9887","BIRM","Y",27,1995,2024,"lcm_2019",10.28615623,95.34029389,1.856148492,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.003390793,0.03457442,1
"23339","SO9899","BIRM","Y",15,2010,2024,"lcm_2019",32.48259861,77.99690642,3.712296984,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.005969261,0.033701286,1
"23350","SO9900","GLOS","Y",6,2018,2023,"lcm_2019",44.62490333,80.91647332,6.805877804,1.237432328,"Arable","Arable",0.005983274,0.053867901,1
"23358","SO9971","WORC","Y",17,1998,2015,"lcm_2019",81.20649652,41.55065739,11.75560712,1.237432328,"Improved grassland","Improved grassland",0.014667287,0.072878193,1
"23361","SO9986","BIRM","Y",3,2010,2024,"lcm_2019",24.36194896,81.2258314,2.165506574,0.928074246,"Built-up areas and gardens","Built-up areas and gardens",0.00537015,0.053250759,1
"23369","SP0001","GLOS","Y",17,2008,2024,"lcm_2019",71.3070379,41.86001547,8.043310131,1.237432328,"Improved grassland","Improved grassland",0.013709007,0.048348756,1
"23380","SP0019","GLOS","Y",11,2014,2024,"lcm_2019",67.98143852,27.37819026,7.733952049,1.54679041,"Improved grassland","Arable",0.010338983,0.047436509,0
"23402","SP0107","GLOS","Y",11,2014,2024,"lcm_2019",66.82134571,51.10208817,8.352668213,1.237432328,"Improved grassland","Improved grassland",0.011925842,0.04648184,1
"23414","SP0190","BIRM","Y",23,1994,2024,"lcm_2019",33.48801237,73.95591647,5.259087394,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.004789542,0.059285956,1
"23431","SP0226","GLOS","Y",14,2007,2023,"lcm_2019",64.65583913,48.51121423,8.043310131,1.237432328,"Improved grassland","Improved grassland",0.010426465,0.042971592,1
"23434","SP0239","GLOS","Y",29,1994,2024,"lcm_2019",54.60170147,72.23511214,7.424593968,1.54679041,"Arable","Arable",0.007366167,0.064324671,1
"23450","SP0259","WORC","Y",29,1995,2024,"lcm_2019",63.26372776,66.56999227,6.496519722,1.237432328,"Improved grassland","Improved grassland",0.010386291,0.044757035,1
"23478","SP0306","GLOS","Y",13,2002,2024,"lcm_2019",35.88553751,81.76720804,5.259087394,1.54679041,"Arable","Arable",0.006034524,0.046754,1
"23528","SP0392","BIRM","Y",16,2007,2023,"lcm_2019",60.71152359,37.1616396,8.352668213,1.54679041,"Improved grassland","Improved grassland",0.008033299,0.048889539,1
"23533","SP0403","GLOS","Y",9,2014,2023,"lcm_2019",57.38592421,27.84222738,6.18716164,1.54679041,"Arable","Arable",0.007944444,0.030946108,1
"23540","SP0410","GLOS","Y",30,1994,2024,"lcm_2019",51.04408353,49.11059551,7.115235886,1.856148492,"Arable","Arable",0.008220472,0.07107091,1
"23550","SP0422","GLOS","Y",11,2014,2024,"lcm_2019",65.2745553,54.07965971,5.568445476,1.54679041,"Improved grassland","Improved grassland",0.012756525,0.052978172,1
"23565","SP0461","WORC","Y",4,2006,2021,"lcm_2019",62.72235112,37.68368136,6.805877804,1.237432328,"Improved grassland","Improved grassland",0.010015393,0.045124729,1
"23573","SP0466","WORC","Y",12,1994,2021,"lcm_2019",48.72389791,77.84222738,4.64037123,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.00828614,0.068312068,1
"23588","SP0505","GLOS","Y",29,1994,2024,"lcm_2019",47.64114462,32.96597061,5.877803558,1.856148492,"Arable","Arable",0.00802346,0.04905528,1
"23601","SP0515","GLOS","Y",11,2014,2024,"lcm_2019",44.39288476,40.44856922,5.568445476,1.54679041,"Arable","Arable",0.006921606,0.04492679,1
"23624","SP0591","BIRM","Y",18,2005,2024,"lcm_2019",26.21809745,76.75947409,2.165506574,0.928074246,"Built-up areas and gardens","Built-up areas and gardens",0.006146096,0.033183793,1
"23630","SP0637","GLOS","Y",4,2018,2021,"lcm_2019",36.89095128,73.58855375,3.09358082,1.237432328,"Arable","Arable",0.00754598,0.048313619,1
"23639","SP0639","GLOS","Y",7,2018,2024,"lcm_2019",43.46481052,71.7904099,4.021655066,0.928074246,"Arable","Arable",0.00797199,0.047967898,1
"23710","SP0918","GLOS","Y",10,2015,2024,"lcm_2019",50.27068832,25.03866976,5.568445476,1.237432328,"Arable","Improved grassland",0.013096525,0.036256647,0
"23716","SP0935","GLOS","Y",7,2018,2024,"lcm_2019",61.79427688,51.27610209,7.733952049,1.54679041,"Improved grassland","Improved grassland",0.009653092,0.057549886,1
"23751","SP1114","GLOS","Y",16,2009,2024,"lcm_2019",54.60170147,64.67517401,6.805877804,1.237432328,"Improved grassland","Improved grassland",0.008753363,0.045125057,1
"23762","SP1136","GLOS","Y",11,2006,2023,"lcm_2019",67.90409899,42.82675947,7.115235886,1.237432328,"Improved grassland","Improved grassland",0.011954853,0.0562349,1
"23766","SP1139","GLOS","Y",20,1994,2022,"lcm_2019",65.42923434,65.81593194,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.010317274,0.050073034,1
"23797","SP1248","WARW","Y",24,1994,2024,"lcm_2019",26.37277649,67.20804331,1.856148492,0.928074246,"Improved grassland","Improved grassland",0.006029919,0.0427294,1
"23811","SP1331","GLOS","Y",16,2009,2024,"lcm_2019",61.79427688,20.99767981,4.949729312,1.237432328,"Arable","Improved grassland",0.013259669,0.034576293,0
"23818","SP1398","BIRM","Y",11,1999,2024,"lcm_2019",59.2420727,38.49574633,7.733952049,1.237432328,"Improved grassland","Improved grassland",0.010688096,0.06215093,1
"23837","SP1414","GLOS","Y",17,2006,2024,"lcm_2019",60.86620263,62.62567672,8.043310131,1.237432328,"Improved grassland","Improved grassland",0.010274776,0.054474194,1
"23855","SP1468","WARW","Y",6,2019,2024,"lcm_2019",44.70224285,86.44624903,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.007031984,0.056555725,1
"23860","SP1481","BIRM","Y",29,1994,2024,"lcm_2019",34.3387471,78.2095901,3.09358082,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.006506799,0.040761319,1
"23871","SP1521","GLOS","Y",25,1999,2024,"lcm_2019",65.50657386,44.02552204,9.280742459,1.237432328,"Arable","Arable",0.007202459,0.047879109,1
"23878","SP1533","GLOS","Y",25,1999,2024,"lcm_2019",57.46326373,34.1453983,7.733952049,1.54679041,"Arable","Arable",0.007519819,0.043546489,1
"23907","SP1634","GLOS","Y",3,2019,2022,"lcm_2019",72.38979118,17.45939675,9.590100541,1.237432328,"Arable","Improved grassland",0.009745293,0.048092849,0
"23914","SP1638","GLOS","Y",6,2019,2024,"lcm_2019",57.54060325,41.60866203,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.009442379,0.055205727,1
"23942","SP1804","GLOS","Y",10,2014,2023,"lcm_2019",46.48105182,60.63418407,5.259087394,1.237432328,"Arable","Arable",0.007627551,0.036264036,1
"23949","SP1814","GLOS","Y",7,2018,2024,"lcm_2019",48.56921887,61.05955143,6.496519722,1.237432328,"Improved grassland","Improved grassland",0.009778341,0.046689848,1
"23981","SP2017","OXFS","Y",27,1994,2024,"lcm_2019",55.60711524,35.90487239,6.18716164,1.237432328,"Arable","Improved grassland",0.009606893,0.041539175,0
"24026","SP2167","WARW","Y",22,1995,2023,"lcm_2019",81.97989172,54.38901779,11.13689095,1.856148492,"Improved grassland","Improved grassland",0.010892286,0.058027228,1
"24038","SP2180","BIRM","Y",30,1994,2024,"lcm_2019",88.94044857,15.50657386,12.99303944,1.54679041,"Improved grassland","Improved grassland",0.013566085,0.043123048,1
"24077","SP2301","OXFS","Y",18,1997,2024,"lcm_2019",44.23820572,64.92652746,3.712296984,1.237432328,"Arable","Arable",0.008266825,0.045834847,1
"24083","SP2302","OXFS","Y",18,2007,2024,"lcm_2019",32.32791957,74.8066512,4.021655066,1.237432328,"Arable","Arable",0.006120445,0.063897701,1
"24102","SP2365","WARW","Y",11,2007,2023,"lcm_2019",84.1453983,38.51508121,12.0649652,1.856148492,"Arable","Arable",0.01,0.056165977,1
"24107","SP2377","BIRM","Y",3,2005,2024,"lcm_2019",66.66666667,45.95901005,8.043310131,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.007875473,0.063435218,1
"24116","SP2378","BIRM","Y",4,2006,2024,"lcm_2019",98.83990719,17.47873163,11.75560712,1.54679041,"Arable","Arable",0.011681416,0.051874746,1
"24122","SP2387","BIRM","Y",13,2006,2022,"lcm_2019",54.83372003,74.84532096,8.043310131,1.54679041,"Arable","Arable",0.00843193,0.047657068,1
"24126","SP2411","OXFS","Y",19,1994,2024,"lcm_2019",49.8066512,55.56844548,6.805877804,1.54679041,"Arable","Arable",0.007794015,0.053115819,1
"24155","SP2484","BIRM","Y",17,2007,2024,"lcm_2019",83.68136118,25.50270688,12.99303944,1.54679041,"Arable","Arable",0.011584534,0.05053829,1
"24175","SP2512","OXFS","Y",11,2007,2024,"lcm_2019",59.31941222,41.74400619,6.496519722,1.54679041,"Improved grassland","Improved grassland",0.010930987,0.036120164,1
"24189","SP2514","OXFS","Y",21,1997,2024,"lcm_2019",35.34416087,87.72235112,4.64037123,1.237432328,"Arable","Arable",0.005501433,0.047735802,1
"24199","SP2520","GLOS","Y",4,2019,2023,"lcm_2019",65.50657386,32.36658933,9.280742459,1.54679041,"Arable","Broadleaf woodland",0.012281959,0.061710677,0
"24204","SP2528","GLOS","Y",13,2006,2023,"lcm_2019",66.12529002,32.98530549,7.115235886,1.237432328,"Improved grassland","Improved grassland",0.01130129,0.042307904,1
"24214","SP2556","WARW","Y",19,1998,2024,"lcm_2019",63.95978345,39.61716937,9.280742459,1.54679041,"Arable","Improved grassland",0.011673987,0.060029326,0
"24219","SP2606","OXFS","Y",23,1999,2023,"lcm_2019",34.57076566,56.14849188,4.64037123,1.237432328,"Arable","Arable",0.00523416,0.051996667,1
"24242","SP2677","BIRM","Y",20,2005,2024,"lcm_2019",82.90796597,32.55993813,11.75560712,1.856148492,"Improved grassland","Improved grassland",0.016389549,0.05708969,1
"24250","SP2708","OXFS","Y",28,1994,2024,"lcm_2019",51.74013921,34.1453983,6.18716164,1.237432328,"Arable","Arable",0.008516421,0.042371868,1
"24256","SP2741","WARW","Y",7,2005,2024,"lcm_2019",31.39984532,72.83449343,4.331013148,1.54679041,"Arable","Arable",0.005139368,0.041310285,1
"24276","SP2914","OXFS","Y",24,1999,2024,"lcm_2019",38.51508121,65.79659706,5.568445476,1.54679041,"Arable","Arable",0.005924185,0.052535157,1
"24287","SP2973","BIRM","Y",31,1994,2024,"lcm_2019",69.29621036,29.00232019,9.280742459,1.54679041,"Improved grassland","Built-up areas and gardens",0.01024,0.056183219,0
"24292","SP2974","BIRM","Y",15,2006,2023,"lcm_2019",65.81593194,23.29853055,8.043310131,1.54679041,"Arable","Arable",0.008431535,0.038726105,1
"24299","SP2980","BIRM","Y",24,1994,2024,"lcm_2019",49.4199536,64.34648105,5.259087394,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.007211538,0.041387748,1
"24308","SP3016","OXFS","Y",21,2003,2024,"lcm_2019",46.7904099,38.84377417,4.64037123,1.237432328,"Arable","Improved grassland",0.010831259,0.042684327,0
"24315","SP3064","WARW","Y",12,2007,2024,"lcm_2019",40.91260634,69.29621036,5.259087394,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.006696429,0.053050667,1
"24324","SP3124","OXFN","Y",29,1994,2023,"lcm_2019",36.27223511,65.00386698,5.259087394,1.237432328,"Arable","Arable",0.006638905,0.046710743,1
"24328","SP3215","OXFS","Y",25,1994,2024,"lcm_2019",42.92343387,49.28460944,3.712296984,1.237432328,"Arable","Arable",0.007532366,0.031263164,1
"24335","SP3254","OXFN","Y",4,1998,2022,"lcm_2019",45.70765661,40.68058778,6.18716164,1.237432328,"Improved grassland","Arable",0.007680608,0.059624463,0
"24343","SP3376","BIRM","Y",21,1994,2022,"lcm_2019",24.59396752,90.62258314,4.949729312,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.004420738,0.054169154,1
