gridref,region_code,allocated,nyrs,firstyear,lastyear
ST7309,DORS,Y,8,2016,2024
ST7353,AVON,Y,9,2016,2024
ST7356,AVON,Y,27,1994,2024
ST7359,AVON,Y,9,2016,2024
ST7363,AVON,Y,30,1994,2024
ST7368,AVON,Y,22,1996,2024
ST7369,AVON,Y,26,1994,2023
ST7375,AVON,Y,25,1998,2024
ST7382,AVON,Y,3,2017,2023
ST7388,AVON,Y,16,2007,2024
ST7418,DORS,N,9,2013,2021
ST7452,AVON,N,15,2000,2016
ST7461,AVON,Y,28,1995,2024
ST7472,AVON,Y,8,2017,2024
ST7475,AVON,Y,29,1994,2024
ST7478,AVON,Y,23,1994,2024
ST7486,AVON,Y,29,1994,2024
ST7487,AVON,Y,2,2022,2024
ST7527,DORS,Y,1,2024,2024
ST7546,SOMT,N,8,2005,2019
ST7550,AVON,Y,21,2000,2024
ST7569,AVON,N,16,1995,2014
ST7572,AVON,Y,15,2006,2024
ST7581,AVON,Y,28,1996,2024
ST7602,DORS,Y,1,2024,2024
ST7633,SOMT,Y,5,2020,2024
ST7652,AVON,N,7,2006,2014
ST7659,AVON,Y,24,1994,2024
ST7664,AVON,Y,28,1995,2024
ST7668,AVON,Y,27,1997,2024
ST7669,AVON,Y,16,2008,2024
ST7675,AVON,Y,28,1994,2024
ST7679,AVON,Y,26,1994,2024
ST7681,AVON,Y,9,2016,2024
ST7684,AVON,Y,8,2016,2024
ST7685,AVON,Y,28,1994,2024
ST7697,GLOS,Y,29,1994,2024
ST7699,GLOS,Y,4,2021,2024
ST7728,DORS,Y,28,1994,2024
ST7768,AVON,Y,27,1994,2024
ST7776,AVON,Y,8,2017,2024
ST7784,AVON,Y,29,1994,2024
ST7796,GLOS,Y,2,2021,2022
ST7868,AVON,Y,23,1997,2024
ST7870,AVON,N,26,1994,2023
ST7875,AVON,Y,5,2020,2024
ST7879,AVON,Y,29,1995,2024
ST7880,AVON,Y,11,2014,2024
ST7887,AVON,Y,21,1998,2024
ST7891,GLOS,Y,5,2013,2023
ST7913,DORS,Y,14,2006,2024
ST7922,DORS,N,5,1995,2003
ST7931,SOMT,N,8,2006,2014
ST7943,SOMT,Y,21,2003,2024
ST7981,AVON,Y,9,2016,2024
ST7986,AVON,N,26,1996,2023
ST7993,GLOS,Y,9,2014,2024
ST8002,DORS,N,18,1994,2023
ST8025,DORS,Y,16,1994,2024
ST8080,WILN,N,6,2006,2011
ST8093,GLOS,Y,6,2013,2024
ST8114,DORS,N,19,2006,2024
ST8177,WILN,Y,10,2015,2024
ST8179,WILN,Y,10,2015,2024
ST8183,WILN,Y,18,1994,2019
ST8198,GLOS,Y,26,1997,2024
ST8203,DORS,Y,13,1997,2024
ST8210,DORS,Y,17,1999,2024
ST8217,DORS,N,24,1995,2022
ST8253,WILS,N,14,2006,2021
ST8260,WILN,Y,28,1994,2024
ST8266,WILN,Y,23,1994,2024
ST8272,WILN,Y,17,2006,2024
ST8284,WILN,Y,12,2006,2022
ST8308,DORS,Y,22,1997,2024
ST8326,DORS,Y,12,1994,2024
ST8341,WILS,Y,15,2006,2024
ST8356,WILS,Y,13,2007,2019
ST8360,WILN,Y,5,2019,2024
ST8367,WILN,Y,10,2015,2024
ST8384,WILN,Y,12,2006,2022
ST8391,GLOS,Y,10,2015,2024
ST8399,GLOS,Y,10,2015,2024
ST8437,WILS,Y,18,2006,2024
ST8482,WILN,Y,5,2016,2021
ST8493,GLOS,Y,4,2021,2024
ST8528,DORS,N,6,2006,2011
ST8529,DORS,N,12,1997,2013
ST8567,WILN,N,5,2015,2019
ST8579,WILN,Y,17,1994,2023
ST8586,WILN,N,1,2018,2018
ST8591,GLOS,Y,7,2015,2024
ST8595,GLOS,Y,6,2019,2024
ST8603,DORS,Y,21,1994,2023
ST8669,WILN,Y,20,1995,2023
ST8692,GLOS,Y,2,2022,2024
ST8718,DORS,Y,18,1996,2024
ST8733,WILS,N,10,2006,2017
ST8763,WILN,Y,17,2007,2024
ST8796,GLOS,Y,28,1994,2024
ST8799,GLOS,Y,21,1996,2024
ST8800,DORS,Y,13,1997,2024
ST8869,WILN,Y,6,2019,2024
ST8881,WILN,Y,2,2018,2021
ST8906,DORS,Y,19,2006,2024
ST8964,WILN,N,4,2019,2022
ST8975,WILN,Y,17,1998,2023
ST8984,WILN,Y,1,2024,2024
ST9060,WILN,Y,8,2014,2024
ST9102,DORS,Y,9,2016,2024
ST9124,WILS,N,8,2006,2014
ST9143,WILS,Y,20,1995,2024
ST9187,WILN,Y,12,1994,2023
ST9288,WILN,Y,13,1994,2022
ST9325,WILS,Y,10,2006,2015
ST9361,WILN,Y,24,1999,2023
ST9365,WILN,N,25,1994,2019
ST9421,WILS,N,11,2006,2022
ST9466,WILN,Y,8,2016,2024
ST9493,GLOS,Y,18,2007,2024
ST9502,DORS,Y,10,2000,2024
ST9510,DORS,Y,24,1994,2024
ST9535,WILS,Y,9,2006,2018
ST9542,WILS,Y,20,2004,2024
ST9572,WILN,Y,10,2013,2023
ST9573,WILN,Y,1,2019,2019
ST9580,WILN,Y,20,1994,2024
ST9600,DORS,Y,30,1994,2024
ST9627,WILS,Y,22,1994,2024
ST9678,WILN,Y,19,1994,2019
ST9718,DORS,Y,12,2000,2024
ST9809,DORS,Y,27,1994,2024
ST9830,WILS,Y,16,1994,2017
ST9851,WILS,Y,20,2000,2024
ST9880,WILN,N,10,1995,2016
ST9914,DORS,Y,1,2024,2024
ST9937,WILS,N,8,2006,2019
ST9982,WILN,Y,23,1994,2024
SU0017,DORS,Y,24,1995,2024
SU0040,WILS,Y,15,2006,2024
SU0055,WILS,N,16,2006,2021
SU0084,WILN,N,11,2013,2023
SU0108,DORS,Y,2,2023,2024
SU0115,DORS,Y,22,1994,2024
SU0153,WILS,Y,19,1994,2024
SU0217,DORS,Y,20,1994,2024
SU0267,WILN,Y,25,1994,2024
SU0291,WILN,Y,6,2013,2024
SU0295,WILN,Y,6,2013,2018
SU0321,WILS,Y,17,1994,2024
SU0347,WILS,Y,13,2006,2024
SU0349,WILS,Y,9,2005,2020
SU0355,WILS,Y,22,1994,2024
SU0388,WILN,Y,3,2019,2021
SU0451,WILS,Y,22,1999,2024
SU0464,WILN,Y,7,2014,2024
SU0472,WILN,Y,25,1994,2023
SU0486,WILN,N,20,1994,2017
SU0499,WILN,Y,10,2015,2024
SU0514,DORS,Y,25,1994,2024
SU0536,WILS,Y,14,1996,2019
SU0540,WILS,N,11,2006,2017
SU0551,WILS,N,6,2005,2019
SU0563,WILN,Y,19,2006,2024
SU0570,WILN,Y,16,2007,2024
SU0595,WILN,Y,3,2015,2018
SU0658,WILS,Y,7,2012,2023
SU0678,WILN,Y,12,2013,2024
SU0694,WILN,Y,8,2015,2024
SU0736,WILS,N,4,1994,2007
SU0737,WILS,Y,18,2006,2024
SU0762,WILN,Y,6,2015,2021
SU0772,WILN,Y,3,2016,2018
SU0804,DORS,N,5,1994,2008
SU0805,DORS,Y,31,1994,2024
SU0811,DORS,Y,28,1994,2024
SU0814,DORS,Y,7,2006,2024
SU0815,DORS,Y,9,2009,2024
SU0827,WILS,Y,22,1994,2024
SU0964,WILN,Y,22,1994,2024
SU0977,WILN,Y,27,1994,2024
SU0985,WILN,N,6,2014,2019
SU1011,HAMP,Y,12,2013,2024
SU1015,HAMP,Y,28,1994,2023
SU1023,WILS,Y,22,1995,2023
SU1047,WILS,Y,7,2005,2019
SU1056,WILS,Y,23,1996,2024
SU1067,WILN,Y,9,1994,2018
SU1142,WILS,Y,8,2017,2024
SU1193,WILN,Y,2,1998,2007
SU1247,WILS,Y,6,2005,2019
SU1267,WILN,Y,6,2019,2024
SU1337,WILS,Y,17,1996,2024
SU1383,WILN,Y,9,2015,2024
SU1408,HAMP,Y,30,1994,2024
SU1444,WILS,N,9,1994,2021
SU1505,HAMP,Y,2,2023,2024
SU1541,WILS,N,11,2007,2018
SU1547,WILS,Y,14,2006,2024
SU1559,WILS,Y,3,2011,2013
SU1625,WILS,Y,14,2006,2024
SU1686,WILN,Y,20,1994,2024
SU1694,WILN,Y,12,1994,2024
SU1709,HAMP,Y,8,2016,2023
SU1779,WILN,Y,9,2015,2024
SU1783,WILN,N,2,2013,2014
SU1795,WILN,Y,18,1994,2018
SU1802,HAMP,Y,18,2006,2024
SU1832,WILS,N,4,1994,2000
SU1833,WILS,Y,15,2007,2024
SU1891,WILN,Y,7,2007,2024
SU1896,WILN,Y,4,2021,2024
SU1917,HAMP,Y,31,1994,2024
SU1939,WILS,N,5,1994,1998
SU1944,WILS,Y,2,2006,2007
SU1946,WILS,Y,1,2005,2005
SU1966,WILN,Y,10,2015,2024
SU1967,WILN,Y,14,1994,2019
SU1970,WILN,Y,2,2021,2024
SU1987,WILN,Y,21,1994,2023
SU2021,WILS,Y,13,2011,2024
SU2127,WILS,Y,15,1994,2021
SU2143,HAMP,Y,21,1998,2024
SU2151,WILS,N,19,1994,2019
SU2239,HAMP,Y,8,2017,2024
SU2263,WILN,N,5,2015,2019
SU2272,WILN,Y,28,1994,2024
SU2292,OXFS,Y,21,1999,2024
SU2307,HAMP,Y,10,2014,2023
SU2314,HAMP,Y,27,1994,2023
SU2332,HAMP,Y,19,2006,2024
SU2347,HAMP,Y,7,2017,2024
SU2365,WILN,Y,7,2013,2023
SU2370,WILN,Y,15,2007,2024
SU2373,WILN,N,9,2015,2023
SU2381,WILN,N,27,1994,2021
SU2406,HAMP,Y,1,2022,2022
SU2450,WILS,Y,12,2005,2024
SU2451,WILS,Y,12,1994,2019
SU2497,OXFS,Y,31,1994,2024
SU2541,HAMP,Y,28,1996,2024
SU2589,WILN,N,1,1995,1995
SU2598,OXFS,Y,27,1996,2024
SU2607,HAMP,Y,10,2014,2023
SU2614,HAMP,Y,3,2022,2024
SU2666,WILN,N,2,2017,2018
SU2721,WILS,Y,20,1994,2024
SU2743,HAMP,Y,19,2006,2024
SU2810,HAMP,Y,18,2006,2024
SU2868,WILN,N,19,1994,2019
SU2871,WILN,Y,18,2006,2024
SU2874,WILN,Y,6,2017,2023
SU2887,WILN,N,17,1994,2017
SU2901,HAMP,Y,26,1994,2024
SU2911,HAMP,Y,23,1996,2022
SU2925,WILS,Y,6,2007,2022
SU2961,WILN,Y,6,1997,2013
SU3019,HAMP,Y,23,1994,2023
SU3020,HAMP,Y,29,1994,2024
SU3027,HAMP,Y,18,2006,2024
SU3045,HAMP,Y,2,2022,2023
SU3084,OXFS,Y,8,2017,2024
SU3087,OXFS,Y,20,1994,2024
SU3104,HAMP,Y,26,1998,2024
SU3148,HAMP,Y,18,2006,2024
SU3166,BERK,N,3,2009,2011
SU3213,HAMP,N,27,1997,2024
SU3231,HAMP,Y,8,2016,2023
SU3257,HAMP,Y,25,1999,2024
SU3273,BERK,Y,21,2003,2024
SU3275,BERK,N,1,2000,2000
SU3281,OXFS,Y,6,2005,2024
SU3302,HAMP,Y,6,2014,2024
SU3311,HAMP,Y,7,2016,2023
SU3335,HAMP,Y,11,2013,2023
SU3369,BERK,N,15,2005,2019
SU3416,HAMP,N,20,1994,2023
SU3432,HAMP,Y,30,1995,2024
SU3474,BERK,N,3,2005,2012
SU3479,BERK,N,14,1994,2008
SU3500,HAMP,Y,27,1998,2024
SU3571,BERK,Y,27,1996,2024
SU3605,HAMP,Y,25,1998,2024
SU3610,HAMP,Y,21,2004,2024
SU3708,HAMP,Y,6,2017,2024
SU3730,HAMP,Y,11,2013,2023
SU3737,HAMP,Y,27,1998,2024
SU3747,HAMP,Y,9,2016,2024
SU3754,HAMP,Y,1,2022,2022
SU3760,BERK,Y,15,2002,2017
SU3770,BERK,N,10,2000,2010
SU3783,OXFS,Y,18,2007,2024
SU3787,OXFS,Y,20,1999,2024
SU3792,OXFS,Y,24,1999,2024
SU3817,HAMP,Y,29,1994,2024
SU3863,BERK,Y,8,2013,2024
SU3867,BERK,N,21,2000,2021
SU3868,BERK,N,18,1994,2012
SU3869,BERK,Y,30,1995,2024
SU3884,OXFS,Y,31,1994,2024
SU3896,OXFS,Y,17,2003,2023
SU3914,HAMP,Y,16,2006,2023
SU3922,HAMP,Y,19,1999,2024
SU3926,HAMP,Y,10,2015,2024
SU3939,HAMP,Y,28,1997,2024
SU3960,BERK,Y,25,2000,2024
SU3965,BERK,Y,7,2018,2024
SU3975,BERK,N,5,2003,2008
SU4007,HAMP,Y,15,2006,2024
SU4009,HAMP,Y,3,2022,2024
SU4063,BERK,N,19,1994,2017
SU4068,BERK,Y,16,2007,2023
SU4076,BERK,N,1,2007,2007
SU4096,OXFS,Y,22,1994,2023
SU4107,HAMP,Y,21,2004,2024
SU4109,HAMP,Y,18,1994,2024
SU4128,HAMP,Y,10,2013,2023
SU4157,HAMP,N,16,2007,2022
SU4167,BERK,Y,29,1994,2024
SU4169,BERK,N,15,2004,2018
SU4190,OXFS,Y,18,2007,2024
SU4203,HAMP,Y,10,2013,2023
SU4266,BERK,N,2,2013,2014
SU4280,OXFS,Y,22,2002,2024
SU4326,HAMP,Y,3,2006,2009
SU4357,HAMP,N,25,1995,2022
SU4364,BERK,Y,12,2003,2024
SU4372,BERK,Y,21,2002,2024
SU4379,BERK,Y,13,1996,2024
SU4380,OXFS,Y,23,2002,2024
SU4444,HAMP,Y,7,2018,2024
SU4466,BERK,Y,28,1994,2024
SU4468,BERK,Y,16,2001,2023
SU4471,BERK,Y,22,2003,2024
SU4483,OXFS,Y,20,2000,2024
SU4513,HAMP,Y,30,1994,2024
SU4526,HAMP,N,14,2006,2023
SU4527,HAMP,Y,9,2015,2024
SU4549,HAMP,Y,7,2018,2024
SU4582,OXFS,Y,15,2005,2022
SU4597,OXFS,Y,22,1994,2024
SU4599,OXFS,Y,14,2009,2024
SU4642,HAMP,Y,15,2005,2024
SU4667,BERK,Y,16,2006,2024
SU4671,BERK,Y,22,2001,2022
SU4675,BERK,N,15,1994,2009
SU4678,BERK,N,21,2000,2021
SU4680,OXFS,Y,17,1994,2023
SU4682,OXFS,Y,4,2021,2024
SU4689,OXFS,Y,29,1994,2024
SU4709,HAMP,Y,9,2013,2024
SU4765,BERK,N,5,2001,2006
SU4773,BERK,N,3,2000,2003
SU4774,BERK,Y,23,1994,2023
SU4783,OXFS,Y,9,2008,2024
SU4785,OXFS,Y,30,1994,2024
SU4810,HAMP,Y,25,1998,2024
SU4845,HAMP,Y,6,2019,2024
SU4856,HAMP,Y,29,1994,2024
SU4875,BERK,N,10,2000,2010
SU4906,HAMP,Y,28,1994,2023
SU4928,HAMP,Y,26,1994,2024
SU4934,HAMP,N,2,2017,2021
SU4975,BERK,N,26,1997,2024
SU4977,BERK,N,11,2000,2011
SU4980,OXFS,Y,15,2008,2023
SU5006,HAMP,Y,3,2022,2024
SU5016,HAMP,Y,29,1994,2024
SU5022,HAMP,Y,30,1994,2024
SU5034,HAMP,N,24,1996,2022
SU5082,OXFS,Y,25,2000,2024
SU5112,HAMP,Y,9,2014,2024
SU5127,HAMP,Y,22,1997,2024
SU5129,HAMP,Y,28,1997,2024
SU5130,HAMP,Y,16,2006,2024
SU5155,HAMP,Y,16,2009,2024
SU5174,BERK,Y,25,2000,2024
SU5176,BERK,N,1,2011,2011
SU5222,HAMP,Y,8,2017,2024
SU5233,HAMP,Y,11,2003,2023
SU5245,HAMP,Y,10,2013,2024
SU5266,BERK,N,1,2011,2011
SU5268,BERK,Y,24,2000,2024
SU5269,BERK,Y,29,1994,2024
SU5274,BERK,Y,25,2000,2024
SU5275,BERK,Y,22,2002,2023
SU5285,OXFS,Y,29,1994,2024
SU5291,OXFS,Y,9,2016,2024
SU5318,HAMP,Y,24,1997,2024
SU5332,HAMP,Y,26,1997,2024
SU5349,HAMP,Y,15,2009,2024
SU5366,BERK,N,1,2007,2007
SU5375,BERK,N,29,1994,2023
SU5378,BERK,N,14,1994,2009
SU5386,OXFS,Y,7,2016,2024
SU5394,OXFS,Y,21,2003,2024
SU5405,HAMP,Y,18,2006,2024
SU5413,HAMP,Y,18,2006,2024
SU5474,BERK,N,1,2005,2005
SU5478,BERK,N,20,2000,2021
SU5482,OXFS,Y,18,2007,2024
SU5498,OXFS,Y,25,1998,2024
SU5502,HAMP,Y,2,2022,2023
SU5535,HAMP,Y,18,2004,2023
SU5539,HAMP,Y,10,2013,2024
SU5554,HAMP,Y,5,2017,2023
SU5557,HAMP,N,15,2008,2023
SU5572,BERK,Y,24,2000,2024
SU5660,BERK,N,5,2010,2014
SU5664,BERK,Y,18,2000,2024
SU5665,BERK,Y,20,2000,2023
SU5671,BERK,N,15,2000,2015
SU5705,HAMP,N,6,2016,2023
SU5722,HAMP,Y,26,1996,2024
SU5757,HAMP,Y,26,1994,2024
SU5764,BERK,N,12,2000,2011
SU5765,BERK,Y,25,2000,2024
SU5770,BERK,Y,21,2000,2024
SU5778,BERK,Y,15,2003,2023
SU5801,HAMP,N,6,2017,2023
SU5821,HAMP,Y,3,2018,2021
SU5824,HAMP,Y,27,1997,2024
SU5861,BERK,N,14,1997,2015
SU5863,BERK,N,14,2000,2013
SU5865,BERK,N,24,1994,2019
SU5876,BERK,Y,17,1998,2024
SU5877,BERK,N,22,1994,2016
SU5909,HAMP,Y,17,2006,2024
SU5921,HAMP,Y,18,2004,2023
SU5922,HAMP,Y,15,2006,2024
SU5972,BERK,N,9,2000,2009
SU5975,BERK,Y,31,1994,2024
SU5993,OXFS,Y,9,2014,2024
SU6010,HAMP,Y,17,2006,2023
SU6037,HAMP,N,20,1999,2019
SU6065,BERK,N,12,2002,2013
SU6070,BERK,Y,15,2002,2024
SU6073,BERK,N,2,2010,2011
SU6086,OXFS,Y,31,1994,2024
SU6112,HAMP,Y,26,1996,2024
SU6114,HAMP,Y,11,2014,2024
SU6131,HAMP,N,28,1994,2023
SU6138,HAMP,Y,1,2023,2023
SU6141,HAMP,Y,6,2016,2023
SU6145,HAMP,Y,9,2014,2024
SU6157,HAMP,Y,23,1998,2023
SU6162,BERK,Y,11,2005,2024
SU6192,OXFS,Y,4,2021,2024
SU6213,HAMP,Y,17,2006,2023
SU6216,HAMP,Y,27,1995,2024
SU6236,HAMP,N,25,1994,2023
SU6271,BERK,Y,16,2000,2024
SU6275,BERK,Y,17,2008,2024
SU6282,OXFS,Y,17,2003,2024
SU6307,HAMP,Y,10,2015,2024
SU6310,HAMP,N,22,1995,2024
SU6341,HAMP,Y,11,2014,2024
SU6350,HAMP,Y,15,2000,2024
SU6351,HAMP,Y,21,1999,2024
SU6357,HAMP,Y,29,1995,2024
SU6360,BERK,N,3,2012,2014
SU6365,BERK,Y,25,2000,2024
SU6367,BERK,Y,14,2005,2024
SU6416,HAMP,Y,21,2004,2024
SU6459,HAMP,Y,29,1996,2024
SU6460,BERK,Y,21,1994,2014
SU6466,BERK,Y,20,1994,2023
SU6477,BERK,Y,11,2005,2023
SU6478,BERK,Y,23,1994,2017
SU6542,HAMP,Y,18,2000,2023
SU6553,HAMP,N,19,2000,2023
SU6568,BERK,N,3,2011,2013
SU6579,BERK,Y,27,1997,2024
SU6605,HAMP,Y,31,1994,2024
SU6606,HAMP,Y,12,2013,2024
SU6630,HAMP,Y,20,2000,2024
SU6636,HAMP,Y,28,1994,2024
SU6655,HAMP,Y,13,2007,2023
SU6665,BERK,Y,17,2004,2024
SU6677,BERK,N,11,2005,2022
SU6688,OXFS,Y,30,1995,2024
SU6702,HAMP,Y,6,2019,2024
SU6719,HAMP,Y,28,1994,2023
SU6725,HAMP,Y,15,2007,2024
SU6741,HAMP,Y,23,1996,2024
SU6763,BERK,Y,21,2000,2024
SU6791,OXFS,Y,18,1998,2024
SU6810,HAMP,Y,8,2016,2024
SU6833,HAMP,N,24,1994,2020
SU6898,OXFS,Y,4,2021,2024
SU6915,HAMP,Y,26,1994,2019
SU6928,HAMP,Y,18,2006,2024
SU6952,HAMP,N,2,2022,2023
SU6968,BERK,Y,21,2004,2024
SU6973,BERK,N,18,2005,2022
SU6984,OXFS,Y,31,1994,2024
SU6994,OXFS,Y,16,1994,2024
SU7014,HAMP,Y,3,2022,2024
SU7027,HAMP,Y,27,1996,2023
SU7107,SUSS,Y,17,2006,2024
SU7138,HAMP,Y,10,2014,2024
SU7164,BERK,Y,20,2001,2024
SU7168,BERK,N,9,2000,2009
SU7183,BUCK,Y,7,2006,2024
SU7210,HAMP,N,25,1997,2024
SU7218,HAMP,Y,30,1994,2024
SU7225,HAMP,Y,17,2006,2023
SU7248,HAMP,Y,24,1999,2024
SU7329,HAMP,Y,13,2008,2020
SU7359,HAMP,Y,10,2013,2023
SU7382,BUCK,Y,28,1994,2024
SU7408,SUSS,Y,20,2005,2024
SU7409,SUSS,Y,21,1999,2023
SU7436,HAMP,Y,9,2016,2024
SU7463,BERK,Y,30,1994,2023
SU7475,BERK,N,6,2000,2014
SU7496,BUCK,Y,10,2011,2024
SU7526,HAMP,Y,26,1997,2024
SU7553,HAMP,Y,30,1995,2024
SU7557,HAMP,Y,2,2022,2023
SU7604,SUSS,Y,18,2005,2024
SU7638,HAMP,N,9,2013,2022
SU7642,HAMP,Y,9,2015,2024
SU7648,HAMP,Y,10,2015,2024
SU7653,HAMP,Y,29,1994,2024
SU7685,BUCK,Y,15,1994,2018
SU7715,HAMP,Y,29,1994,2024
SU7733,HAMP,Y,15,2010,2024
SU7770,BERK,N,15,2001,2019
SU7802,SUSS,Y,4,2021,2024
SU7808,SUSS,Y,19,2005,2024
SU7834,HAMP,Y,6,2013,2019
SU7835,HAMP,N,28,1994,2023
SU7862,BERK,Y,17,2000,2024
SU7869,BERK,Y,20,2003,2024
SU7877,BERK,Y,21,2003,2024
SU7907,SUSS,N,1,2021,2021
SU7917,HAMP,Y,24,2000,2024
SU7974,BERK,Y,12,2000,2023
SU7980,BUCK,Y,24,2000,2024
SU7982,BUCK,Y,14,2000,2024
SU8004,SUSS,Y,12,2012,2024
SU8027,SUSS,Y,7,2010,2023
SU8029,SUSS,Y,7,2010,2023
SU8031,HAMP,Y,29,1994,2024
SU8046,SURR,Y,26,1995,2024
SU8070,BERK,Y,14,2011,2024
SU8077,BERK,N,17,2001,2019
SU8082,BUCK,Y,28,1995,2023
SU8102,SUSS,Y,16,2005,2021
SU8154,HAMP,Y,19,2006,2024
SU8163,BERK,Y,15,2007,2021
SU8166,BERK,Y,25,2000,2024
SU8181,BUCK,Y,2,2023,2024
SU8194,BUCK,Y,22,1995,2024
SU8197,BUCK,Y,18,1998,2023
SU8233,HAMP,Y,28,1995,2024
SU8256,HAMP,Y,19,2006,2024
SU8261,BERK,N,16,2005,2023
SU8267,BERK,N,28,1994,2021
SU8307,SUSS,Y,27,1994,2021
SU8311,SUSS,Y,8,2016,2023
SU8352,HAMP,Y,9,2016,2024
SU8357,HAMP,Y,7,2016,2023
SU8361,BERK,Y,22,2003,2024
SU8371,BERK,Y,6,2014,2024
SU8378,BERK,N,15,2003,2021
SU8404,SUSS,Y,29,1994,2024
SU8407,SUSS,Y,23,1994,2023
SU8435,HAMP,Y,3,2022,2024
SU8447,SURR,N,14,2007,2023
SU8462,BERK,Y,7,2014,2024
SU8471,BERK,Y,20,2001,2024
SU8481,BUCK,Y,15,2002,2023
SU8483,BUCK,Y,20,2004,2024
SU8495,BUCK,Y,23,1994,2022
SU8521,SUSS,Y,18,2006,2024
SU8527,SUSS,N,15,2007,2022
SU8583,BUCK,Y,19,2000,2024
SU8588,BUCK,Y,2,2023,2024
SU8605,SUSS,Y,14,2007,2021
SU8607,SUSS,Y,20,2005,2024
SU8612,SUSS,Y,1,2024,2024
SU8615,SUSS,N,14,2008,2023
SU8663,BERK,Y,24,2000,2024
SU8674,BERK,Y,24,2000,2024
SU8684,BUCK,Y,20,2000,2024
SU8718,SUSS,Y,27,1997,2024
SU8765,BERK,Y,6,2012,2024
SU8770,BERK,Y,22,2000,2024
SU8777,BERK,N,8,2012,2022
SU8783,BUCK,Y,24,2000,2024
SU8799,BUCK,Y,18,2007,2024
SU8833,HAMP,Y,7,2014,2022
SU8864,BERK,Y,14,2000,2024
SU8865,BERK,N,14,2003,2019
SU8870,BERK,Y,22,2002,2024
SU8876,BERK,Y,10,2015,2024
SU8883,BUCK,Y,1,2024,2024
SU8887,BUCK,Y,16,2005,2024
SU8892,BUCK,Y,3,2007,2018
SU8909,SUSS,Y,19,2005,2024
SU8920,SUSS,Y,14,2005,2024
SU8926,SUSS,Y,2,2023,2024
SU8949,SURR,Y,8,2017,2024
SU8970,BERK,N,11,2002,2020
SU8973,BERK,N,12,2000,2013
SU8975,BERK,N,17,2005,2022
SU8985,BUCK,Y,18,2003,2024
SU9005,SUSS,Y,15,2006,2024
SU9017,SUSS,Y,12,2005,2024
SU9027,SUSS,Y,9,2016,2024
SU9042,SURR,Y,12,2013,2024
SU9043,SURR,Y,10,2014,2024
SU9059,SURR,Y,8,2016,2023
SU9070,BERK,N,10,2010,2019
SU9071,BERK,N,12,2004,2017
SU9077,BERK,N,16,1994,2022
SU9094,BUCK,Y,21,2000,2024
SU9097,BUCK,Y,25,1994,2024
SU9105,SUSS,Y,15,2006,2024
SU9113,SUSS,N,25,1994,2018
SU9127,SUSS,Y,12,2011,2024
SU9143,SURR,N,7,2017,2023
SU9207,SUSS,Y,18,2005,2024
SU9216,SUSS,Y,12,2006,2024
SU9228,SUSS,Y,26,1994,2024
SU9231,SURR,Y,4,2018,2023
SU9240,SURR,Y,31,1994,2024
SU9267,SURR,Y,21,2000,2024
SU9270,BERK,N,19,1994,2014
SU9271,BERK,N,15,2000,2019
SU9278,BERK,N,14,1994,2007
SU9293,BUCK,Y,20,1994,2024
SU9300,SUSS,Y,4,2021,2024
SU9304,SUSS,Y,28,1994,2023
SU9344,SURR,Y,30,1994,2024
SU9353,SURR,N,6,2019,2024
SU9368,SURR,Y,24,2000,2024
SU9379,BERK,N,15,2003,2021
SU9402,SUSS,Y,20,2005,2024
SU9430,SURR,N,2,2019,2020
SU9446,SURR,Y,10,2015,2024
SU9463,SURR,Y,23,1994,2024
SU9477,BERK,N,3,2006,2008
SU9480,BUCK,Y,8,2007,2024
SU9533,SURR,Y,21,1994,2024
SU9534,SURR,Y,18,1994,2024
SU9584,BUCK,Y,24,1994,2024
SU9585,BUCK,Y,23,1994,2022
SU9598,BUCK,Y,16,1999,2024
SU9608,SUSS,Y,27,1994,2024
SU9621,SUSS,Y,8,2017,2024
SU9622,SUSS,Y,16,2005,2024
SU9651,SURR,Y,11,2014,2024
SU9658,SURR,Y,15,1995,2024
SU9665,SURR,Y,18,2007,2024
SU9672,BERK,Y,20,2002,2023
SU9674,BERK,Y,9,2000,2024
SU9705,SUSS,Y,9,2014,2023
SU9729,SUSS,N,26,1995,2021
SU9742,SURR,Y,13,2012,2024
SU9755,SURR,Y,2,1994,2008
SU9761,SURR,Y,29,1994,2024
SU9779,BERK,N,5,2001,2008
SU9794,BUCK,Y,22,1994,2024
SU9797,BUCK,N,21,1995,2021
SU9814,SUSS,N,14,2010,2023
SU9816,SUSS,Y,17,2006,2024
SU9842,SURR,Y,17,2007,2024
SU9848,SURR,Y,31,1994,2024
SU9853,SURR,Y,21,1997,2024
SU9854,SURR,Y,1,2024,2024
SU9866,SURR,Y,22,1999,2024
SU9873,BERK,N,14,1999,2013
SU9877,BERK,N,4,2000,2007
SU9891,BUCK,Y,9,1999,2024
SU9893,BUCK,Y,28,1994,2023
SU9906,SUSS,Y,4,2021,2024
SU9915,SUSS,Y,3,2022,2024
SU9923,SUSS,Y,20,1998,2024
SU9935,SURR,Y,1,2024,2024
SU9947,SURR,Y,3,2022,2024
SU9958,SURR,N,25,1994,2020
SU9961,SURR,Y,6,2019,2024
SU9980,BUCK,Y,19,1994,2024
SU9987,BUCK,N,3,1994,1996
SV8708,SCLY,Y,10,1994,2017
SV9211,SCLY,Y,31,1994,2024
SW3625,CORN,Y,2,2023,2024
