gridref,region_code,allocated,nyrs,firstyear,lastyear
SP3511,OXFS,Y,6,2016,2024
SP3571,BIRM,N,7,1995,2016
SP3653,OXFN,Y,1,2018,2018
SP3700,OXFS,Y,30,1994,2024
SP3815,OXFS,Y,22,1997,2024
SP3819,OXFS,Y,24,1994,2023
SP3858,OXFN,Y,8,2012,2024
SP3864,WARW,Y,18,2006,2024
SP3868,WARW,Y,20,1994,2023
SP3888,BIRM,Y,5,2007,2024
SP3934,OXFN,N,1,1998,1998
SP3974,BIRM,Y,3,2006,2024
SP4069,BIRM,N,4,1994,1997
SP4078,BIRM,N,5,1994,2015
SP4217,OXFS,Y,20,1994,2023
SP4245,OXFN,Y,3,2008,2021
SP4246,OXFN,Y,2,2017,2021
SP4324,OXFN,N,22,1998,2023
SP4363,BIRM,Y,21,1994,2024
SP4382,BIRM,N,2,2007,2008
SP4463,BIRM,Y,10,2010,2024
SP4500,OXFS,Y,13,2010,2024
SP4518,OXFS,Y,10,2015,2024
SP4521,OXFN,N,19,1994,2023
SP4568,BIRM,N,12,1994,2014
SP4586,BIRM,Y,20,2005,2024
SP4594,LEIC,Y,8,2004,2023
SP4608,OXFS,Y,27,1994,2024
SP4618,OXFS,N,20,1995,2023
SP4679,BIRM,Y,8,2006,2024
SP4735,OXFN,N,15,1994,2016
SP4786,BIRM,N,10,1994,2015
SP4836,OXFN,Y,11,2012,2024
SP4865,BIRM,Y,8,2010,2022
SP4909,OXFS,Y,22,1998,2024
SP4947,OXFN,Y,6,2006,2024
SP4957,OXFN,Y,20,1994,2024
SP5006,OXFS,Y,21,1997,2024
SP5069,NHAM,Y,9,2016,2024
SP5122,OXFN,Y,16,1995,2024
SP5163,NHAM,Y,13,2012,2024
SP5184,LEIC,N,24,1995,2020
SP5343,OXFN,Y,28,1994,2024
SP5367,NHAM,Y,14,2010,2023
SP5374,NHAM,Y,23,1994,2021
SP5385,LEIC,N,11,1994,2014
SP5405,OXFS,Y,12,2013,2024
SP5409,OXFS,Y,20,2005,2024
SP5415,OXFS,Y,13,2010,2024
SP5478,NHAM,N,8,1994,2009
SP5497,LEIC,Y,7,2018,2024
SP5539,OXFN,Y,18,2006,2024
SP5558,OXFN,Y,4,1994,2023
SP5610,OXFS,Y,11,1994,2023
SP5614,OXFS,Y,16,2004,2024
SP5637,OXFN,Y,18,2006,2024
SP5641,OXFN,N,1,1994,1994
SP5649,OXFN,Y,17,2006,2022
SP5662,NHAM,Y,10,2005,2024
SP5692,LEIC,N,5,2013,2019
SP5698,LEIC,Y,26,1997,2023
SP5700,OXFS,Y,13,2007,2024
SP5713,OXFS,Y,24,1997,2024
SP5779,NHAM,N,5,2015,2019
SP5800,OXFS,Y,20,1994,2023
SP5808,OXFS,Y,6,2019,2024
SP5810,OXFS,Y,26,1997,2023
SP5811,OXFS,Y,19,1994,2023
SP5875,NHAM,Y,14,2011,2024
SP5911,OXFS,Y,14,1994,2009
SP5915,OXFS,Y,31,1994,2024
SP5929,OXFN,N,2,2003,2004
SP5959,OXFN,N,9,1998,2009
SP5963,NHAM,N,4,2018,2021
SP5994,LEIC,Y,16,2009,2024
SP6054,NHAM,Y,7,2017,2024
SP6066,NHAM,N,6,2015,2021
SP6073,NHAM,N,6,2011,2016
SP6100,OXFS,Y,17,2008,2024
SP6131,BUCK,Y,24,1995,2024
SP6154,NHAM,N,2,2016,2018
SP6183,LEIC,Y,7,2007,2021
SP6238,BUCK,Y,21,1994,2024
SP6244,NHAM,Y,29,1994,2024
SP6250,NHAM,Y,2,2019,2022
SP6262,NHAM,Y,15,2010,2024
SP6296,LEIC,Y,19,2004,2024
SP6304,OXFS,N,12,2003,2014
SP6313,BUCK,N,10,1999,2009
SP6320,BUCK,Y,12,1999,2022
SP6342,NHAM,Y,8,2017,2024
SP6348,NHAM,Y,15,2007,2023
SP6351,NHAM,Y,10,2006,2021
SP6473,NHAM,Y,20,2004,2024
SP6474,NHAM,Y,21,1996,2024
SP6494,LEIC,Y,12,1994,2021
SP6502,OXFS,Y,22,2003,2024
SP6506,OXFS,Y,7,2014,2021
SP6510,BUCK,Y,18,1995,2024
SP6514,BUCK,Y,6,2019,2024
SP6548,NHAM,N,8,2015,2023
SP6552,NHAM,Y,3,2019,2023
SP6564,NHAM,Y,23,1995,2023
SP6589,LEIC,Y,7,2018,2024
SP6597,LEIC,Y,17,2006,2024
SP6635,BUCK,Y,23,1994,2023
SP6662,NHAM,Y,24,1994,2023
SP6721,BUCK,N,15,1995,2019
SP6743,NHAM,N,6,2006,2019
SP6753,NHAM,Y,3,2019,2021
SP6839,BUCK,Y,3,2022,2024
SP6848,NHAM,N,7,2016,2023
SP6927,BUCK,Y,18,1995,2024
SP6939,BUCK,Y,22,1994,2024
SP6996,LEIC,Y,14,2006,2024
SP7002,BUCK,Y,30,1994,2024
SP7028,BUCK,Y,16,1994,2023
SP7045,NHAM,Y,17,2007,2024
SP7053,NHAM,Y,26,1994,2022
SP7108,BUCK,Y,18,1994,2024
SP7128,BUCK,Y,19,1994,2024
SP7132,BUCK,Y,1,2024,2024
SP7181,LEIC,Y,2,2022,2023
SP7198,LEIC,Y,27,1994,2024
SP7213,BUCK,Y,13,1994,2024
SP7243,NHAM,Y,29,1994,2024
SP7300,BUCK,Y,22,1994,2024
SP7303,BUCK,Y,6,1995,2009
SP7304,BUCK,Y,23,1994,2024
SP7310,BUCK,Y,10,2006,2023
SP7344,NHAM,Y,9,2007,2024
SP7350,NHAM,Y,2,2023,2024
SP7366,NHAM,Y,4,2019,2023
SP7402,BUCK,Y,10,2007,2024
SP7414,BUCK,Y,1,2024,2024
SP7441,NHAM,Y,12,2013,2024
SP7460,NHAM,Y,3,2021,2024
SP7462,NHAM,Y,5,2020,2024
SP7560,NHAM,Y,5,2020,2024
SP7595,LEIC,N,18,1994,2021
SP7598,LEIC,Y,25,1994,2024
SP7646,NHAM,Y,17,2008,2024
SP7662,NHAM,Y,12,2013,2024
SP7681,LEIC,Y,8,2006,2016
SP7733,BUCK,Y,7,2017,2024
SP7750,NHAM,Y,16,1994,2024
SP7775,NHAM,N,1,2019,2019
SP7805,BUCK,Y,10,2007,2024
SP7832,BUCK,Y,16,2006,2024
SP7839,BUCK,Y,3,2022,2024
SP7845,NHAM,Y,9,2016,2024
SP7856,NHAM,Y,10,2006,2024
SP7860,NHAM,Y,27,1994,2024
SP7878,NHAM,N,1,2021,2021
SP7910,BUCK,Y,23,1995,2024
SP7932,BUCK,Y,12,1995,2024
SP7953,NHAM,N,5,2006,2020
SP7958,NHAM,Y,2,2023,2024
SP7960,NHAM,Y,22,1994,2024
SP7961,NHAM,Y,5,2018,2024
SP7976,NHAM,Y,12,2011,2024
SP7985,LEIC,N,5,2006,2018
SP8006,BUCK,Y,21,1994,2024
SP8059,NHAM,Y,4,2021,2024
SP8097,LEIC,N,5,2012,2019
SP8107,BUCK,Y,31,1994,2024
SP8117,BUCK,Y,23,1995,2024
SP8143,BUCK,Y,1,2024,2024
SP8149,BUCK,Y,3,2022,2024
SP8156,NHAM,Y,12,2006,2024
SP8159,NHAM,N,6,2014,2019
SP8175,NHAM,Y,5,2019,2024
SP8234,BUCK,Y,2,2023,2024
SP8266,NHAM,Y,11,2007,2024
SP8273,NHAM,N,1,2017,2017
SP8292,LEIC,Y,26,1994,2024
SP8330,BUCK,Y,9,2013,2023
SP8354,NHAM,Y,18,2007,2024
SP8359,NHAM,Y,12,2006,2024
SP8425,BUCK,Y,22,1994,2023
SP8447,BUCK,Y,12,2013,2024
SP8462,NHAM,Y,4,2019,2023
SP8467,NHAM,Y,7,2016,2024
SP8518,BUCK,Y,18,1994,2023
SP8530,BUCK,Y,1,2024,2024
SP8551,NHAM,Y,10,2015,2024
SP8571,NHAM,N,9,1994,2018
SP8572,NHAM,N,13,1995,2018
SP8577,NHAM,Y,11,2006,2024
SP8581,NHAM,Y,5,2019,2024
SP8605,BUCK,Y,24,1994,2023
SP8616,BUCK,Y,2,2022,2023
SP8645,BUCK,Y,10,2006,2024
SP8677,NHAM,Y,12,2007,2023
SP8688,NHAM,Y,6,2018,2024
SP8710,BUCK,Y,3,2022,2024
SP8732,BUCK,Y,12,1994,2024
SP8743,BUCK,Y,1,2023,2023
SP8816,BUCK,Y,17,2006,2024
SP8837,BUCK,Y,15,2006,2024
SP8858,NHAM,N,1,2022,2022
SP8879,NHAM,Y,4,2021,2024
SP8882,NHAM,Y,4,2021,2024
SP8883,NHAM,Y,4,2019,2023
SP8922,BUCK,Y,14,1994,2024
SP8925,BUCK,Y,7,2018,2024
SP8969,NHAM,Y,28,1995,2024
SP8984,NHAM,Y,18,1994,2023
SP9000,BUCK,Y,9,2003,2024
SP9026,BEDS,Y,17,2008,2024
SP9034,BEDS,Y,12,2005,2024
SP9200,BUCK,Y,11,1999,2024
SP9212,HERT,Y,26,1994,2024
SP9217,HERT,Y,23,1999,2024
SP9274,NHAM,N,4,2016,2019
SP9292,NHAM,N,15,2007,2021
SP9295,NHAM,Y,10,2015,2024
SP9305,BUCK,Y,28,1994,2023
SP9322,BEDS,Y,24,1994,2024
SP9325,BEDS,N,25,1996,2021
SP9326,BEDS,N,8,1995,2014
SP9354,BEDS,N,21,1994,2022
SP9357,BEDS,N,18,1994,2022
SP9383,NHAM,Y,4,2019,2022
SP9385,NHAM,Y,5,2020,2024
SP9417,HERT,Y,16,1999,2024
SP9435,BEDS,Y,10,2012,2024
SP9440,BEDS,Y,17,1999,2023
SP9467,NHAM,N,25,1996,2022
SP9487,NHAM,Y,14,2009,2023
SP9490,NHAM,Y,13,2009,2024
SP9513,HERT,Y,29,1994,2024
SP9549,BEDS,Y,2,1999,2024
SP9588,NHAM,Y,22,1994,2024
SP9597,NHAM,Y,24,1994,2024
SP9615,HERT,Y,21,2002,2024
SP9625,BEDS,Y,13,1994,2024
SP9647,BEDS,Y,6,1994,1999
SP9652,BEDS,Y,9,1994,2024
SP9676,NHAM,Y,19,2004,2024
SP9678,NHAM,Y,3,2020,2022
SP9683,NHAM,Y,3,2015,2018
SP9692,NHAM,Y,6,2019,2024
SP9697,NHAM,Y,28,1994,2024
SP9742,BEDS,Y,23,1994,2024
SP9748,BEDS,Y,22,1994,2024
SP9792,NHAM,Y,18,2006,2024
SP9856,BEDS,Y,21,1994,2024
SP9890,NHAM,Y,18,2007,2024
SP9897,NHAM,Y,19,2006,2024
SP9931,BEDS,Y,28,1994,2024
SP9933,BEDS,N,2,2017,2018
SP9939,BEDS,N,26,1996,2023
SP9950,BEDS,Y,9,2015,2023
SP9967,NHAM,N,7,2015,2021
SP9969,NHAM,N,7,2015,2021
SR9498,PEMB,N,6,1996,2003
SS1299,PEMB,Y,25,1994,2024
SS2010,CORN,Y,8,2014,2023
SS2109,CORN,N,1,1999,1999
SS2320,DEVN,N,23,1995,2018
SS2327,DEVN,Y,14,1996,2023
SS2422,DEVN,N,2,2007,2008
SS2924,DEVN,N,13,1994,2018
SS3202,DEVN,Y,5,2017,2023
SS3523,DEVN,N,14,1994,2010
SS3905,DEVN,Y,19,2006,2024
SS4087,GLAW,Y,20,2004,2024
SS4317,DEVN,N,12,1994,2010
SS4409,DEVN,N,1,2006,2006
SS4500,DEVN,N,5,2006,2010
SS4532,DEVN,Y,21,1999,2024
SS4719,DEVN,Y,12,2002,2015
SS4784,GLAW,Y,10,2014,2024
SS4787,GLAW,Y,20,1999,2019
SS4815,DEVN,Y,3,2006,2008
SS4836,DEVN,Y,20,2004,2024
SS4933,DEVN,Y,27,1994,2024
SS4937,DEVN,Y,23,1994,2024
SS5007,DEVN,Y,11,1999,2024
SS5097,GLAW,Y,11,2013,2024
SS5112,DEVN,N,2,2005,2006
SS5237,DEVN,N,18,1994,2016
SS5327,DEVN,N,14,2006,2022
SS5329,DEVN,N,14,2006,2022
SS5337,DEVN,N,12,2003,2014
SS5395,GLAW,Y,11,2012,2024
SS5410,DEVN,N,7,2009,2016
SS5487,GLAW,Y,19,1998,2024
SS5538,DEVN,N,18,1994,2019
SS5625,DEVN,N,16,1997,2014
SS5691,GLAW,Y,18,2006,2024
SS5694,GLAW,Y,24,2000,2024
SS5817,DEVN,N,3,2015,2018
SS5826,DEVN,Y,11,2005,2024
SS5986,GLAW,Y,18,2006,2024
SS6032,DEVN,N,15,1994,2009
SS6039,DEVN,Y,21,1997,2023
SS6094,GLAW,Y,18,1999,2024
SS6235,DEVN,Y,7,2016,2023
SS6629,DEVN,Y,15,2008,2024
SS6744,DEVN,N,21,1997,2019
SS6908,DEVN,N,6,2006,2016
SS6910,DEVN,N,13,2006,2019
SS6940,DEVN,Y,23,1998,2024
SS6993,GLAW,Y,17,2007,2024
SS7123,DEVN,N,7,2010,2017
SS7390,GLAW,N,18,1998,2019
SS7418,DEVN,Y,24,1997,2024
SS7498,GLAW,N,10,1999,2019
SS7592,GLAW,N,6,2005,2011
SS7646,DEVN,Y,14,1996,2024
SS7698,GLAW,Y,19,1998,2022
SS7890,GLAW,N,14,1994,2015
SS7938,DEVN,Y,24,1994,2024
SS7946,DEVN,Y,20,1999,2024
SS7989,GLAW,N,3,2007,2009
SS7996,GLAW,Y,17,2003,2019
SS8086,GLAW,N,21,1994,2023
SS8092,GLAW,N,15,1999,2019
SS8103,DEVN,Y,9,2004,2024
SS8105,DEVN,N,15,2003,2021
SS8109,DEVN,Y,4,2010,2023
SS8110,DEVN,Y,21,2003,2024
SS8292,GLAW,Y,19,2005,2024
SS8295,GLAW,Y,20,1998,2024
SS8380,GLAW,N,5,1999,2008
SS8420,DEVN,N,11,2006,2016
SS8493,GLAW,N,14,1995,2010
SS8533,SOMT,Y,13,2005,2024
SS8581,GLAW,N,6,1999,2005
SS8582,GLAW,N,2,2007,2012
SS8588,GLAW,N,15,2005,2019
SS8591,GLAW,N,4,2008,2011
SS8788,GLAW,N,5,2000,2011
SS8873,GLAM,Y,12,2007,2024
SS8878,GLAM,Y,9,2007,2024
SS8887,GLAW,N,5,1995,2011
SS8895,GLAW,Y,11,2013,2024
SS8897,GLAW,Y,23,1999,2024
SS8977,GLAM,N,12,2005,2018
SS8995,GLAW,Y,29,1994,2024
SS9078,GLAM,N,9,2013,2023
SS9079,GLAM,N,14,2000,2014
SS9119,DEVN,N,6,2010,2015
SS9137,SOMT,N,1,2021,2021
SS9186,GLAM,N,5,2013,2017
SS9194,GLAM,N,16,1999,2019
SS9196,GLAM,N,10,2000,2010
SS9228,SOMT,N,17,1994,2014
SS9329,SOMT,N,2,2003,2005
SS9337,SOMT,N,13,1997,2017
SS9385,GLAM,N,11,1997,2011
SS9386,GLAM,Y,8,2016,2024
SS9448,SOMT,Y,1,2021,2021
SS9480,GLAM,Y,18,1997,2024
SS9516,DEVN,N,24,1994,2023
SS9645,SOMT,N,6,2006,2021
SS9671,GLAM,N,8,1997,2015
SS9785,GLAM,Y,9,2015,2024
SS9789,GLAM,Y,25,1997,2024
SS9871,GLAM,N,8,2006,2013
SS9887,GLAM,N,9,1999,2015
SS9891,GLAM,N,10,2005,2022
SS9967,GLAS,N,6,2006,2011
SS9977,GLAM,Y,18,2007,2024
ST0026,SOMT,Y,23,1994,2023
ST0173,GLAS,Y,10,2006,2023
ST0193,GLAM,N,10,1995,2007
ST0195,GLAM,N,10,1994,2005
ST0266,GLAS,Y,4,2019,2024
ST0271,GLAS,N,8,1998,2018
ST0320,SOMT,N,4,2007,2014
ST0369,GLAS,N,8,2006,2013
ST0378,GLAS,Y,28,1994,2024
ST0407,DEVN,N,10,2014,2023
ST0471,GLAS,Y,20,1998,2023
ST0520,SOMT,N,10,2012,2021
ST0533,SOMT,N,1,2017,2017
ST0598,GLAM,N,8,2003,2015
ST0666,GLAS,Y,20,1994,2024
ST0672,GLAS,N,3,2005,2015
ST0781,GLAM,Y,27,1997,2024
ST0797,GLAM,Y,24,1998,2024
ST0802,DEVN,N,19,1994,2014
ST0815,DEVN,N,23,1995,2018
ST0833,SOMT,Y,5,2006,2024
ST0894,GLAM,N,7,2013,2019
ST0899,GLAM,Y,11,2013,2024
ST0978,GLAS,N,24,1994,2019
ST1069,GLAS,Y,24,1997,2024
ST1099,GLAM,Y,19,2005,2024
ST1103,DEVN,Y,25,1997,2024
ST1166,GLAS,Y,16,2007,2024
ST1211,DEVN,N,1,2019,2019
ST1225,SOMT,Y,26,1994,2024
ST1291,GLAM,Y,24,1999,2024
ST1292,GLAM,Y,14,2010,2024
ST1306,DEVN,N,10,1998,2008
ST1322,SOMT,N,1,2018,2018
ST1327,SOMT,N,2,2018,2019
ST1371,GLAS,Y,12,1998,2023
ST1504,DEVN,N,1,2006,2006
ST1506,DEVN,N,15,1996,2011
ST1576,GLAS,Y,23,1998,2024
ST1580,GLAS,Y,20,1999,2024
ST1667,GLAS,Y,16,2007,2024
ST1675,GLAS,Y,18,1998,2024
ST1678,GLAS,Y,8,2014,2024
ST1689,GLAS,Y,15,2007,2024
ST1720,SOMT,N,18,1995,2021
ST1741,SOMT,Y,6,2015,2024
ST1779,GLAS,Y,27,1997,2024
ST1781,GLAS,Y,6,2016,2023
ST1880,GLAS,Y,23,1998,2024
ST1887,GLAS,Y,20,2000,2024
ST1977,GLAS,Y,22,1998,2024
ST1988,GLAS,Y,5,2012,2023
ST1995,GLAM,Y,25,1998,2024
ST2097,GWEN,Y,3,2006,2024
ST2131,SOMT,Y,12,2005,2024
ST2277,GLAS,Y,10,2006,2024
ST2283,GWEN,Y,11,2005,2024
ST2292,GWEN,Y,4,2021,2024
ST2385,GWEN,Y,10,2004,2024
ST2396,GWEN,Y,24,1994,2023
ST2484,GWEN,Y,15,1999,2024
ST2497,GWEN,Y,23,1996,2022
ST2528,SOMT,N,18,1995,2018
ST2590,GWEN,Y,22,1994,2024
ST2643,SOMT,Y,20,2005,2024
ST2689,GWEN,Y,19,1997,2024
ST2693,GWEN,Y,4,2017,2024
ST2722,SOMT,Y,12,2012,2024
ST2739,SOMT,Y,24,1994,2024
ST2785,GWEN,Y,3,2017,2024
ST2846,SOMT,Y,22,1995,2024
ST2907,DEVN,Y,19,2006,2024
ST3015,SOMT,Y,25,1994,2024
ST3036,SOMT,N,15,1994,2012
ST3056,AVON,Y,27,1994,2024
ST3104,SOMT,Y,21,1998,2024
ST3150,AVON,Y,1,2024,2024
ST3157,AVON,Y,16,2007,2024
ST3207,SOMT,N,17,1994,2014
ST3212,SOMT,Y,7,2018,2024
ST3215,SOMT,Y,14,2007,2022
ST3217,SOMT,N,14,1996,2011
ST3244,SOMT,Y,8,2006,2024
ST3255,AVON,Y,25,1996,2024
ST3266,AVON,Y,14,2011,2024
ST3313,SOMT,Y,13,2007,2024
ST3406,SOMT,Y,6,2006,2022
ST3431,SOMT,N,4,2016,2019
ST3456,AVON,Y,27,1994,2024
ST3464,AVON,Y,22,1995,2024
ST3482,GWEN,Y,23,1994,2024
ST3491,GWEN,Y,11,1994,2008
ST3495,GWEN,Y,27,1994,2024
ST3514,SOMT,Y,14,2011,2024
ST3540,SOMT,N,15,2003,2018
ST3547,SOMT,Y,6,2018,2023
ST3561,AVON,Y,21,1999,2024
ST3566,AVON,Y,29,1994,2023
ST3593,GWEN,Y,1,2022,2022
ST3624,SOMT,Y,16,2007,2022
ST3638,SOMT,Y,23,1994,2024
ST3650,AVON,Y,18,2006,2024
ST3658,AVON,Y,9,2016,2024
ST3665,AVON,Y,22,2003,2024
ST3710,SOMT,Y,2,2021,2022
ST3717,SOMT,Y,17,2007,2023
ST3742,SOMT,N,9,2005,2019
ST3754,AVON,Y,4,2019,2023
ST3758,AVON,Y,30,1994,2024
ST3847,SOMT,Y,18,2007,2024
ST3854,AVON,Y,27,1995,2023
ST3861,AVON,Y,7,2018,2024
ST3943,SOMT,Y,23,1994,2023
ST3957,AVON,Y,5,2018,2023
ST3962,AVON,Y,1,2024,2024
ST3968,AVON,Y,19,2006,2024
ST4018,SOMT,Y,13,2002,2024
ST4054,AVON,Y,25,1994,2024
ST4060,AVON,N,4,2017,2021
ST4069,AVON,Y,28,1994,2024
ST4125,SOMT,Y,17,2006,2024
ST4134,SOMT,Y,3,2018,2021
ST4152,AVON,Y,29,1994,2024
ST4154,AVON,Y,16,2007,2024
ST4155,AVON,Y,9,2014,2024
ST4250,AVON,N,11,1996,2021
ST4253,AVON,Y,27,1994,2024
ST4273,AVON,N,7,2016,2022
ST4319,SOMT,Y,3,2019,2024
ST4353,AVON,Y,25,1997,2024
ST4364,AVON,N,3,2016,2019
ST4366,AVON,Y,9,2013,2024
ST4367,AVON,N,9,1996,2019
ST4417,SOMT,Y,14,2003,2024
ST4436,SOMT,N,3,2018,2021
ST4445,SOMT,Y,26,1996,2024
ST4456,AVON,Y,3,2022,2024
ST4461,AVON,N,5,2018,2022
ST4465,AVON,Y,28,1994,2024
ST4489,GWEN,Y,17,2005,2024
ST4497,GWEN,Y,2,2023,2024
ST4563,AVON,Y,3,2022,2024
ST4569,AVON,Y,6,2018,2024
ST4570,AVON,Y,28,1994,2024
ST4585,GWEN,Y,5,2018,2024
ST4589,GWEN,Y,17,2005,2024
ST4592,GWEN,Y,19,1994,2024
ST4601,DORS,N,6,2017,2023
ST4652,AVON,Y,21,1995,2023
ST4659,AVON,Y,1,2023,2023
ST4660,AVON,N,3,2017,2019
ST4668,AVON,Y,5,2019,2024
ST4674,AVON,Y,2,2022,2023
ST4675,AVON,Y,25,1995,2024
ST4698,GWEN,Y,22,1994,2024
ST4750,AVON,Y,25,1994,2023
ST4754,AVON,Y,18,2006,2024
ST4760,AVON,Y,8,2017,2024
ST4762,AVON,Y,26,1997,2024
ST4765,AVON,Y,25,1995,2024
ST4766,AVON,Y,25,1994,2024
ST4771,AVON,Y,9,2016,2024
ST4799,GWEN,Y,28,1994,2024
ST4844,SOMT,Y,9,2015,2024
ST4860,AVON,N,11,2007,2019
ST4869,AVON,Y,6,2018,2024
ST4894,GWEN,Y,20,1998,2024
ST4896,GWEN,Y,19,1995,2023
ST4940,SOMT,Y,21,2004,2024
ST4963,AVON,Y,29,1995,2024
ST4970,AVON,Y,6,2016,2024
ST5041,SOMT,Y,6,2018,2023
ST5050,AVON,Y,4,2021,2024
ST5056,AVON,Y,27,1994,2024
ST5060,AVON,Y,7,2016,2024
ST5103,DORS,Y,13,1998,2024
ST5153,AVON,N,1,2017,2017
ST5159,AVON,N,25,1994,2023
ST5160,AVON,Y,28,1994,2024
ST5163,AVON,Y,1,2023,2023
ST5173,AVON,Y,7,2018,2024
ST5175,AVON,Y,3,2022,2024
ST5194,GWEN,Y,24,1994,2024
ST5205,DORS,Y,22,1994,2024
ST5236,SOMT,N,28,1995,2023
ST5256,AVON,N,1,2018,2018
ST5263,AVON,Y,14,2006,2024
ST5269,AVON,Y,25,1994,2024
ST5270,AVON,Y,8,2017,2024
ST5273,AVON,Y,29,1994,2024
ST5274,AVON,Y,31,1994,2024
ST5290,GWEN,Y,6,2018,2024
ST5291,GWEN,Y,23,1994,2024
ST5374,AVON,Y,23,1997,2024
ST5440,SOMT,Y,17,2003,2024
ST5454,AVON,Y,7,2013,2024
ST5467,AVON,Y,26,1997,2024
ST5468,AVON,Y,6,2017,2024
ST5472,AVON,Y,21,1996,2023
ST5481,AVON,Y,13,2012,2024
ST5485,AVON,Y,26,1998,2024
ST5505,DORS,Y,4,2021,2024
ST5519,SOMT,N,15,2003,2017
ST5535,SOMT,Y,20,2005,2024
ST5554,AVON,Y,11,2014,2024
ST5560,AVON,Y,2,2023,2024
ST5564,AVON,Y,23,1996,2020
ST5580,AVON,Y,3,2021,2023
ST5583,AVON,Y,5,2019,2024
ST5603,DORS,Y,18,1994,2024
ST5655,AVON,Y,27,1994,2024
ST5665,AVON,Y,3,2019,2023
ST5762,AVON,Y,28,1994,2024
ST5768,AVON,Y,7,2018,2024
ST5772,AVON,Y,30,1995,2024
ST5777,AVON,Y,8,2016,2024
ST5784,AVON,Y,14,2006,2024
ST5786,AVON,Y,3,2017,2024
ST5787,AVON,Y,26,1994,2024
ST5800,DORS,Y,12,1998,2024
ST5856,AVON,Y,1,2024,2024
ST5865,AVON,Y,22,1996,2024
ST5876,AVON,Y,31,1994,2024
ST5885,AVON,Y,5,2019,2024
ST5915,SOMT,Y,12,2006,2024
ST5962,AVON,N,29,1994,2023
ST5974,AVON,Y,28,1997,2024
ST5978,AVON,Y,7,2018,2024
ST5983,AVON,Y,4,2021,2024
ST6054,AVON,N,14,1996,2015
ST6055,AVON,Y,9,2016,2024
ST6069,AVON,Y,7,2015,2023
ST6070,AVON,Y,29,1995,2023
ST6071,AVON,Y,30,1994,2024
ST6088,AVON,Y,28,1994,2024
ST6095,GLOS,N,2,2018,2019
ST6155,AVON,Y,29,1995,2024
ST6159,AVON,Y,3,2014,2017
ST6177,AVON,Y,8,2015,2023
ST6186,AVON,Y,5,2019,2024
ST6211,DORS,Y,9,2016,2024
ST6217,DORS,Y,6,2017,2024
ST6245,SOMT,Y,8,2017,2024
ST6250,AVON,N,8,1998,2016
ST6251,AVON,N,18,1998,2017
ST6266,AVON,Y,28,1995,2023
ST6267,AVON,Y,4,2015,2022
ST6268,AVON,Y,4,2018,2024
ST6288,AVON,Y,3,2022,2024
ST6295,GLOS,Y,23,1994,2019
ST6336,SOMT,N,12,1994,2019
ST6352,AVON,Y,11,2014,2024
ST6356,AVON,N,18,1995,2015
ST6366,AVON,Y,28,1994,2024
ST6367,AVON,Y,29,1995,2024
ST6378,AVON,Y,3,2017,2022
ST6386,AVON,Y,29,1995,2024
ST6389,AVON,Y,24,1996,2024
ST6462,AVON,Y,10,2014,2024
ST6479,AVON,Y,30,1994,2024
ST6518,DORS,Y,13,1994,2024
ST6537,SOMT,Y,22,1994,2024
ST6553,AVON,Y,27,1994,2024
ST6556,AVON,N,28,1994,2023
ST6562,AVON,Y,18,2006,2024
ST6564,AVON,Y,17,2007,2023
ST6565,AVON,Y,6,2016,2023
ST6568,AVON,Y,29,1996,2024
ST6571,AVON,Y,7,2017,2024
ST6611,DORS,N,17,1994,2024
ST6623,SOMT,Y,9,2016,2024
ST6635,SOMT,N,7,1999,2010
ST6653,AVON,N,5,2018,2022
ST6682,AVON,Y,26,1995,2024
ST6687,AVON,Y,3,2022,2024
ST6701,DORS,Y,16,1994,2023
ST6724,SOMT,N,2,2006,2007
ST6752,AVON,Y,17,2007,2024
ST6757,AVON,N,24,1994,2022
ST6760,AVON,N,22,1997,2019
ST6767,AVON,Y,5,2016,2024
ST6780,AVON,Y,30,1994,2024
ST6850,AVON,N,15,1998,2016
ST6858,AVON,Y,3,2022,2024
ST6859,AVON,Y,14,2010,2024
ST6862,AVON,N,13,2007,2019
ST6869,AVON,Y,8,2017,2024
ST6873,AVON,Y,23,1994,2024
ST6874,AVON,Y,15,2006,2023
ST6876,AVON,Y,22,1999,2023
ST6883,AVON,Y,19,2006,2024
ST6885,AVON,Y,7,2017,2023
ST6890,GLOS,Y,29,1994,2024
ST6899,GLOS,Y,23,2002,2024
ST6941,SOMT,N,11,1995,2022
ST6958,AVON,Y,8,2017,2024
ST6967,AVON,Y,3,2018,2024
ST6976,AVON,Y,19,1994,2021
ST6977,AVON,Y,21,1999,2023
ST6979,AVON,Y,2,2022,2024
ST6987,AVON,Y,7,2018,2024
ST6998,GLOS,N,1,2023,2023
ST7055,AVON,Y,7,2018,2024
ST7065,AVON,Y,25,1995,2024
ST7072,AVON,Y,27,1994,2024
ST7085,AVON,Y,4,2016,2019
ST7091,GLOS,Y,20,2003,2024
ST7135,SOMT,N,13,2003,2017
ST7157,AVON,Y,27,1995,2024
ST7168,AVON,Y,28,1994,2023
ST7186,AVON,Y,3,2022,2024
ST7262,AVON,Y,6,2016,2024
ST7264,AVON,Y,8,2016,2024
ST7267,AVON,N,24,1994,2023
ST7277,AVON,N,4,2006,2014
ST7292,GLOS,Y,4,2021,2024
